origin,surface,key,file,disposition,player_visible,localization,note
installed,country_interactions,request_legatus_natus_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_loan,request_loan.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,request_new_circle_titles,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_primas_germaniae_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_work_of_art_purchase,request_work_of_art_purchase.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,rescind_elector_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,rescind_free_city_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,rescind_legatus_natus_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,rescind_primas_germaniae_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,revoke_italian_league_sponsor,italian_league_sponsor_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,rtr_demand_annexation,rtr_demand_annexation.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,sabotage_clans_buildings,japanese_clans_covert_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,sabotage_reputation,sabotage_reputation.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,scout_enemy_holdings,japanese_clans_covert_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,seize_location_from_subject,seize_location_from_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,sell_corsica,sell_corsica.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,sell_icon,sell_icon.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,sell_work_of_art,sell_work_of_art.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,send_to_prussian_crusade,prussian_crusade.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,share_maps,share_maps.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,siphon_income,siphon_income.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,start_war_in_colony,start_war_in_colony.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,steal_maps,steal_maps.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,steal_technology,steal_technology.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,subject_embargo,subject_embargo.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,subject_enforce_peace,subject_enforce_peace.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,subject_return_land,subject_return_land.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,surrender_civil_war,surrender_civil_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,take_colony_for_debt,take_colony_for_debt.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,take_over_loan,take_over_loan.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,take_over_seniority,take_over_seniority.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,transfer_occupation,transfer_occupation.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,transfer_subject,transfer_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,union_enforce_culture,union_enforcements.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,union_enforce_peace,union_enforce_peace.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,union_enforce_religion,union_enforcements.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,upgrade_to_maha_samanta,samanta_upgrades.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,upgrade_to_pradhana_maha_samanta,samanta_upgrades.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,violate_italian_sovereignty,italian_wars_country_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,violate_sovereignty,violate_sovereignty.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
antiquitas,generic_actions,antq_audit_provincial_governors,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_consult_the_senate,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_convene_a_desert_caravan,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_convene_a_doctrinal_assembly,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_convene_the_great_houses,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_coordinate_cistern_repairs,antq_s2_arabian_route_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_coordinate_river_passage,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_dedicate_a_votive_offering,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_dispatch_a_frontier_envoy,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_endow_a_fire_temple,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_endow_a_water_tank,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_endow_public_games,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_exchange_frontier_hostages,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_exchange_retinue_gifts,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_exchange_route_intelligence,antq_s2_arabian_route_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_fund_an_exchange_feast,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_fund_the_annona,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_give_hall_gifts,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_hold_a_royal_hunt,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_hold_a_tribal_assembly,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_hold_rhine_frontier_market,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_honor_a_royal_copartnership,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_honor_filial_service,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_inspect_the_commanderies,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_invite_a_learned_teacher,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_maintain_a_monsoon_port,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_mint_silver_drachms,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_muster_allied_host,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_negotiate_migrant_transit,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_negotiate_route_safe_conduct,antq_s2_arabian_route_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_open_granary_reserves,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_patronize_a_meditation_house,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_patronize_sangam_poetry,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_proclaim_sacred_truce,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_protect_a_sacred_grove,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_receive_an_overseas_trader,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_receive_foreign_embassy,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_recognize_a_local_cult,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_remit_local_corvee,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_renew_auxiliary_compact,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_renew_auxiliary_compacts,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_renew_dynastic_marriages,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_renew_warband_oaths,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_repair_consular_roads,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_review_the_classics,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_safeguard_caravan_routes,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_scrutinize_the_registers,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_send_amber_convoy,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_send_frontier_envoys,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_settle_a_blood_feud,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_settle_rhine_border_incident,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_settle_transit_incident,antq_s2_arabian_route_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_sponsor_a_pilgrimage,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_sponsor_irrigation_works,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_support_ocean_wayfinding,antq_m11_decisions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
antiquitas,generic_actions,antq_witness_assembly_compact,antq_s2_germania_actions.txt,active_ancient,yes,antiquitas,Namespaced ancient action with an explicit availability gate.
installed,generic_actions,abandon_colonial_charter,colonial_charters.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,abandon_piracy_action,golden_age_of_piracy.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,absorb_institutions,columbian_exchange.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,accept_catholic_delegation,D008_fate_of_the_phoenix_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,activate_avatar,hindu_branches.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,add_accepted_culture,culture.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,add_bureaucracy_action,bureaucracy_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,add_location_to_international_organization,international_organizations.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,add_religious_aspect,general_religion.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,add_tolerated_culture,culture.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,affirm_the_confession_of_biljno_polje,church_power.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,aid_colonial_war,colonial_revolution.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,align_societal_values_member,unlockable_io_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,align_with_moderates_help_hw_action,hussite_wars_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,align_with_radicals_help_hw_action,hussite_wars_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,allow_safe_refuge,religious_factions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,appease_nobles_estate_from_shogun_court,religious_factions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,appease_the_gods,nahuatl.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,approve_imperial_circle_proposal,hre_circle_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,ask_burghers_for_loan,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_clergy_for_legitimacy,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_commoners_for_stability,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_for_extra_levies,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_for_larger_levies,parliament.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_for_law_changes,parliament.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_nobility_for_diplomats,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,ask_to_become_tax_collector,tatar_yoke.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,ask_tribes_for_manpower,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,assist_foreign_revolutionaries,the_revolution.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,attract_italian_engineer,D008_fate_of_the_phoenix_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,attract_sailors,golden_age_of_piracy.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,ban_conversion_of_adipatis,decline_of_majapahit_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,baptize_ruler_from_kirishitan,religious_factions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,become_shogun_from_imperial_court,religious_factions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,betray_our_allegiance,hundred_years_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,blame_the_minorities,black_death.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,bosnian_church_diplomacy,church_power.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,break_the_yoke,tatar_yoke.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,bribe_estate,estates.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,bribe_imperial_circle,hre_circle_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,bul_push_for_diplomatic_reintegration,twilight_of_the_tsardom_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,bul_reassert_our_authority,twilight_of_the_tsardom_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,bul_restore_the_realms_unity,twilight_of_the_tsardom_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,call_emergency_parliament,estate_emergency_actions.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,call_jihad,muslim.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,call_organization_parliament,io_parliament.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,call_parliament,parliament.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,call_private_council,coup_attempt_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,call_upon_the_faithful,piety.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cancel_exploration,explorers.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,canonize,canonization.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cd_inspect_area,decline_of_empire_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cd_purge_cabinet_member,decline_of_empire_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,ceremonial_festivals,nahuatl.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,challenge_bureaucratic_entrenchment,parliament.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,challenge_league_leadership,italian_wars.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,change_autocephalous_patriarchate,autocephalous_patriarchates.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,change_court_language,languages.txt,ancient_rewrite,yes,installed,Exact filename is maintained by an ANTIQVITAS rewrite.
installed,generic_actions,change_employment_system,employment_system.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,change_explorer,explorers.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,change_liturgical_language,languages.txt,ancient_rewrite,yes,installed,Exact filename is maintained by an ANTIQVITAS rewrite.
installed,generic_actions,change_main_school,piety.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,change_military_stance,military_stance.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,change_organization_parliament_type,io_parliament.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,change_parliament_type,parliament.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,change_primary_culture,culture.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,change_religious_aspect,general_religion.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,claim_ilkhanate,ilkhanate_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,claim_shugo_office,japanese_shogunate.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cleansing_ritual_purity,purity.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cleansing_ritual_yanantin,yanantin.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,close_the_borders,black_death.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cmd_negotiate_with_rebels,crisis_of_the_chinese_dynasty_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cmd_reform_the_cabinet,crisis_of_the_chinese_dynasty_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cmd_restore_stability,crisis_of_the_chinese_dynasty_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cmd_revise_the_tax_code,crisis_of_the_chinese_dynasty_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,cmd_strengthen_crown,crisis_of_the_chinese_dynasty_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,commission_religious_images,sects.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,conduct_investigation,coup_attempt_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,conduct_keju_examination,middle_kingdom.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,contact_patriarch_of_constantinople,D008_lutheran.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,contribute_to_organization_treasury,international_organizations.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,control_the_bhres,decline_of_majapahit_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,control_the_food_market,black_death.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,convert_heretics_hw_action,hussite_wars_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,convert_religion,general_religion.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,crackdown_their_strongholds,religious_factions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_allied_pirate_nation,golden_age_of_piracy.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_autocephalous_patriarchate,autocephalous_patriarchates.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_building_subject,create_building_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,create_colonial_charter,colonial_charters.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_colonial_federation,colonial_revolution.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_conquistador,conquistadors.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_italian_league,italian_wars.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,create_market,markets.txt,ancient_rewrite,yes,installed,Exact filename is maintained by an ANTIQVITAS rewrite.
installed,generic_actions,create_province_subject,create_province_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,create_trade,markets.txt,ancient_rewrite,yes,installed,Exact filename is maintained by an ANTIQVITAS rewrite.
installed,generic_actions,create_uc_bey,rise_of_the_ottomans.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,crown_new_ruler,hundred_years_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,deactivate_avatar,hindu_branches.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,declare_holidays_request,parliament.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,declare_independence_war,colonial_revolution.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,delist_unit,make_unit_available_for_hire.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,generic_actions,demand_appanage_promotion,hundred_years_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,demand_autonomy,hundred_years_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,generic_actions,demand_beylik_tribute,D008_fate_of_the_phoenix_actions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
