key,name,group,language,source,confidence,note
antq_triballian,Triballian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Central Balkan Triballi regional frame
antq_bessian,Bessian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Rhodope Bessi regional frame
antq_odrysian,Odrysian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Thracian Odrysi regional frame
antq_sapaean,Sapaean,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Thracian Sapaei regional frame
antq_maedian,Maedian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Thracian Maedi regional frame
antq_dentheletian,Dentheletian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Thracian Dentheletae regional frame
antq_paeonian,Paeonian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Upper-Axios Paeonians regional frame
antq_pelagonian,Pelagonian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Western Macedonian Pelagonians regional frame
antq_orestian,Orestian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Western Macedonian Orestians regional frame
antq_lyncestian,Lyncestian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Western Macedonian Lyncestians regional frame
antq_taulantian,Taulantian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Adriatic Taulantii regional frame
antq_parthinian,Parthinian,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Central Albanian Parthini regional frame
antq_enchelean,Enchelean,antq_balkan_group,greek_language,P10;STR-BAL;CAH-XI;PLE,contested,Lake-border Enchelei regional frame
antq_galatian_tectosagian,Galatian Tectosagian,antq_celtic_group,gaelic_language,P10;STR-ANA;MIT-ANA;PLE,contested,Galatian Tectosages regional frame
antq_tolistobogian,Tolistobogian,antq_celtic_group,gaelic_language,P10;STR-ANA;MIT-ANA;PLE,contested,Galatian Tolistobogii regional frame
antq_trocman,Trocman,antq_celtic_group,gaelic_language,P10;STR-ANA;MIT-ANA;PLE,contested,Galatian Trocmi regional frame
antq_lycaonian,Lycaonian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Central Anatolian Lycaonians regional frame
antq_pisidian,Pisidian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Southwestern Anatolian Pisidians regional frame
antq_homonadean,Homonadean,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Taurus Homonadeis regional frame
antq_cataonian,Cataonian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Cappadocian Cataonians regional frame
antq_bithynian,Bithynian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Northwestern Anatolian Bithynians regional frame
antq_mariandynian,Mariandynian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Black-Sea Mariandyni regional frame
antq_paphlagonian,Paphlagonian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,North Anatolian Paphlagonians regional frame
antq_henetian,Henetian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,North Anatolian Heneti regional frame
antq_chalybian,Chalybian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Black-Sea Chalybes regional frame
antq_tibarenian,Tibarenian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Black-Sea Tibareni regional frame
antq_mossynoecian,Mossynoecian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Black-Sea Mossynoeci regional frame
antq_macronian,Macronian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Black-Sea Macrones regional frame
antq_mysian,Mysian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Northwestern Anatolian Mysians regional frame
antq_aeolian,Aeolian,antq_hellenic_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Aeolian coastal Greek regional frame
antq_ionian,Ionian,antq_hellenic_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Ionian coastal Greek regional frame
antq_lydian,Lydian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Western Anatolian Lydians regional frame
antq_carian,Carian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Southwestern Anatolian Carians regional frame
antq_lycian,Lycian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Southwestern Anatolian Lycians regional frame
antq_cabalian,Cabalian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Inner-southwestern Anatolian Cabalians regional frame
antq_pamphylian,Pamphylian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Southern Anatolian Pamphylians regional frame
antq_cilician_pedian,Cilician Pedian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Cilicia Pedias regional frame
antq_cilician_trachean,Cilician Trachean,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Cilicia Tracheia regional frame
antq_comanaean,Comanaean,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Cappadocian Comana regional frame
antq_leucosyrian,Leucosyrian,antq_anatolian_group,greek_language,P10;STR-ANA;MIT-ANA;PLE,contested,Cappadocian Leucosyrians regional frame
antq_gallaecian,Gallaecian,antq_celtic_group,gaelic_language,P10;CAH-XI;PLE,contested,Northwestern Iberian communities
antq_aquitanian,Aquitanian,antq_iberian_group,latin_language,P10;CAH-XI;PLE,contested,Western Pyrenean communities
antq_lusitanian,Lusitanian,antq_iberian_group,latin_language,P10;CAH-XI;PLE,contested,Western Iberian communities
antq_turdetanian,Turdetanian,antq_iberian_group,latin_language,P10;CAH-XI;PLE,contested,Southwestern Iberian communities
antq_ligurian,Ligurian,antq_italic_group,latin_language,P10;CAH-XI;PLE,contested,Ligurian communities represented with the nearest verified technical language layer
antq_nuragic,Nuragic,antq_italic_group,latin_language,P10;CAH-XI;PLE,contested,Sardinian Nuragic-residual communities
antq_thracian,Thracian,antq_balkan_group,greek_language,P10;CAH-XI;PLE,contested,Thracian communities
antq_pannonian,Pannonian,antq_balkan_group,greek_language,P10;CAH-XI;PLE,contested,Pannonian communities
antq_phrygian,Phrygian,antq_anatolian_group,greek_language,P10;CAH-XI;PLE,contested,Central Anatolian residue after Hellenization
antq_cappadocian,Cappadocian,antq_anatolian_group,greek_language,P10;CAH-XI;PLE,contested,Cappadocian regional communities
antq_isaurian,Isaurian,antq_anatolian_group,greek_language,P10;CAH-XI;PLE,contested,Isaurian highland communities
antq_lycian_carian,Lycian-Carian,antq_anatolian_group,greek_language,P10;CAH-XI;PLE,contested,Southwestern Anatolian residue communities
antq_phoenician_punic,Phoenician-Punic,antq_semitic_group,aramaic_language,P10;CAH-XI;PLE,contested,Phoenician and Punic communities
antq_samaritan,Samaritan,antq_semitic_group,aramaic_language,P10;OCD;PLE,contested,Samaritan communities distinct from Judean profile
antq_sabaean,Sabaean,antq_semitic_group,south_arabic_language,P10;CAH-XI;PLE,secure,Sabaean South Arabian communities
antq_himyarite,Himyarite,antq_semitic_group,south_arabic_language,P10;CAH-XI;PLE,secure,Himyarite South Arabian communities
antq_geez,Ge'ez,antq_semitic_group,south_arabic_language,P10;CAH-XI;PLE,contested,Northern Ethiopian Ethio-Semitic communities
antq_meroitic,Meroitic,antq_nile_group,nubian_language,P10;CAH-XI;PLE,contested,Meroitic heartland communities
antq_blemmyan,Blemmyan,antq_nile_group,nubian_language,P10;CAH-XI;PLE,contested,Eastern Desert Blemmyan communities
antq_beja,Beja,antq_nile_group,nubian_language,P10;CAH-XI;PLE,contested,Red Sea Beja communities
antq_maya,Maya,antq_mesoamerican_group,maya_language,P10;CAH-XI,secure,Maya lowland communities
antq_zapotec,Zapotec,antq_mesoamerican_group,maya_language,P10;CAH-XI,secure,Zapotec communities
antq_teotihuacano,Teotihuacano,antq_mesoamerican_group,nahuatl_language,P10;CAH-XI,contested,Central Mexican urban communities
antq_epi_olmec,Epi-Olmec,antq_mesoamerican_group,maya_language,P8.10;P10;CAH-XI,contested,Veracruz Epi-Olmec regional proxy
antq_west_mexican,West Mexican,antq_mesoamerican_group,maya_language,P8.10;P10;CAH-XI,contested,West Mexican shaft-tomb and northern-frontier regional proxy
antq_andean_regional,Andean Regional Communities,antq_andean_group,quechuan_language,P8.10;P10;P11,contested,Generic non-uniform Andean population scaffold; technical Quechuan fallback is not a linguistic-uniformity claim
antq_gallinazo,Gallinazo,antq_andean_group,quechuan_language,PNAS-VIR;WIL-GAL,contested,North-coast archaeological proxy at AD 1; technical Quechuan fallback is not a language claim
antq_moche,Moche,antq_andean_group,quechuan_language,JSTOR-MOC;CAM-MOC,contested,Post-AD 100 north-coast Moche cultural proxy; not a claim of a unified state
antq_nazca,Nazca,antq_andean_group,quechuan_language,P10;CAH-XI,secure,South-coast Andean Nazca communities
antq_tiwanaku,Tiwanaku,antq_andean_group,quechuan_language,P8.10;P10;CAH-XI,contested,Early Tiwanaku altiplano regional proxy
antq_recuay,Recuay,antq_andean_group,quechuan_language,P8.10;P10;CAH-XI,contested,Recuay highland regional proxy
antq_chibchan,Chibchan,antq_andean_group,chibchan_language,P10;CAH-XI,contested,Northern Andean communities
antq_arawak,Arawak,antq_american_group,cariban_language,P10;CAH-XI,contested,Caribbean-Amazonian Arawak communities
antq_tupi,Tupi,antq_american_group,tupi_language,P10;CAH-XI,contested,Amazonian Tupi communities
antq_carib,Carib,antq_american_group,cariban_language,P10;CAH-XI,contested,Caribbean Carib communities
antq_algonquian,Algonquian,antq_american_group,inuit_language,P10;CAH-XI,contested,North American Algonquian communities
antq_siouan,Siouan,antq_american_group,inuit_language,P10;CAH-XI,contested,North American Siouan communities
antq_plains_woodland,Plains-Woodland,antq_american_group,inuit_language,P8.10;P10;CAH-XI,contested,Plains and eastern Woodland regional proxy including Hopewell interaction frames
antq_inuit_dorset,Inuit-Dorset,antq_american_group,inuit_language,P10;CAH-XI,contested,Arctic Dorset communities
antq_polynesian,Western Polynesian,antq_oceanic_group,malay_language,P10;CAH-XI,contested,Western Polynesian communities
antq_australian,Australian Aboriginal,antq_oceanic_group,inuit_language,P10;CAH-XI,contested,Australian communities
antq_samoan,Samoan,antq_oceanic_group,malay_language,P8.9;P10;CAM-LAP,contested,Pre-AD 1 Samoan regional frame after Lapita settlement
antq_tongan,Tongan,antq_oceanic_group,malay_language,P8.9;P10;CAM-LAP,contested,Pre-AD 1 Tongan regional frame after Lapita settlement
antq_micronesian,Micronesian,antq_oceanic_group,malay_language,P8.9;P10;ANU-MIC,contested,Micronesian regional archaeological proxy with distinct local histories
antq_new_guinean,New Guinean,antq_oceanic_group,malay_language,P8.9;P10;CAM-NGU,contested,New Guinea regional proxy rather than a homogeneous ethnolinguistic claim
antq_yan_han,Yan-Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Northern Han regional proxy retaining the Yan cultural horizon
antq_jin_han,Jin-Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Shanxi and northern frontier Han regional proxy retaining the Jin cultural horizon
antq_zhongyuan_han,Zhongyuan Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Central Plains Han regional proxy
antq_qilu_han,Qi-Lu Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Shandong Han regional proxy retaining the Qi-Lu cultural horizon
antq_wu_yue,Wu-Yue,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG;CAM-YUE,contested,Lower Yangtze regional proxy rather than a single ethnic boundary
antq_chu_han,Chu-Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Middle Yangtze Han regional proxy retaining the Chu cultural horizon
antq_poyang_han,Poyang Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Jiangxi and Poyang-basin Han regional proxy
antq_min_yue,Min-Yue,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-YUE,contested,Fujian regional proxy retaining a fluid Yue frontier identity
antq_dian,Dian,antq_tibetan_group,mongolian_language,P8.3;P10;BHR;CAM-DIAN,contested,Yunnan Dian regional proxy after Han incorporation
antq_yelang,Yelang,antq_tibetan_group,mongolian_language,P8.3;P10;BHR;JAS-YEL,contested,Guizhou Yelang regional proxy with unresolved language and extent
antq_lingnan_yue,Lingnan Yue,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-YUE,contested,Lingnan Yue regional proxy after Han annexation rather than a fixed ethnicity
antq_ba_han,Ba-Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Eastern Sichuan regional proxy retaining the Ba cultural horizon
antq_shu_han,Shu-Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Sichuan basin regional proxy retaining the Shu cultural horizon
antq_qin_han,Qin-Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Shaanxi Han regional proxy retaining the Qin cultural horizon
antq_hexi_han,Hexi Han,antq_sinitic_group,classical_chinese_language,P8.3;P10;BHR;CAM-HAN-REG,contested,Hexi and Gansu Han regional proxy
antq_pontic,Pontic,antq_anatolian_group,greek_language,P8.1;P10;CAH-XI;PLE,contested,Pontic regional proxy across a mixed coastal and inland Roman province
antq_noric,Noric,antq_celtic_group,gaelic_language,P8.1;P10;CAH-XI;PLE,contested,Noricum regional proxy without a claim of uniform Celtic continuity
antq_rhaetic,Rhaetic,antq_italic_group,latin_language,P8.1;P10;CAH-XI;PLE,contested,Alpine Rhaetic regional proxy with a technical Latin language fallback
antq_helvetian,Helvetian,antq_celtic_group,gaelic_language,P8.1;P10;CAH-XI;PLE,contested,Helvetian regional proxy within Roman provincial society
antq_northeast_venedi,Northeastern Venedi,antq_slavic_group,west_slavic_language,P8.7;P10;CAH-XI,contested,Northeastern Venedi regional proxy rather than a later Russian identity
antq_dnieper_venedi,Dnieper Venedi,antq_slavic_group,west_slavic_language,P8.7;P10;CAH-XI,contested,Dnieper Venedi regional proxy rather than a later Ruthenian identity
antq_magadhi_prakrit,Magadhi Prakrit,antq_indian_group,persian_language,P8.4;P10;CAH-XI;INFLIB-PRK,contested,Magadhan regional Prakrit proxy without projecting later Bengali or Bhojpuri identities
antq_shauraseni_prakrit,Shauraseni Prakrit,antq_indian_group,persian_language,P8.4;P10;CAH-XI;RGU-PRK,contested,Mathura and upper-Gangetic Prakrit proxy without projecting later Hindi identities
antq_frisian,Frisian,antq_germanic_group,german_language,P8.7;P10;CAH-XI;CAM-GERM,contested,North Sea Frisian regional proxy without projecting a later Frisian standard
antq_batavian,Batavian,antq_germanic_group,german_language,P8.7;P10;TAC-BAT,contested,Lower-Rhine Batavian regional proxy without fixing the Insula Batavorum boundary
antq_cheruscan,Cheruscan,antq_germanic_group,german_language,P8.7;P10;CAH-XI;OCD-CHER,contested,Middle-Weser Cheruscan regional proxy without fixing a tribal frontier
antq_chattic,Chattic,antq_germanic_group,german_language,P8.7;P10;CAH-XI;CAM-GERM,contested,Hessian Chatti regional proxy without fixing a tribal frontier
antq_semnonic,Semnonic,antq_germanic_group,german_language,P8.7;P10;CAH-XI;CAM-GERM,contested,Elbe-Havel Semnones regional proxy without treating a confederation as a state
antq_hermunduric,Hermunduric,antq_germanic_group,german_language,P8.7;P10;CAH-XI;CAM-GERM,contested,Central German Hermunduri regional proxy without fixing a tribal frontier
antq_istvaeonic,Istvaeonic,antq_germanic_group,german_language,P8.7;P10;CAH-XI;CAM-GERM,contested,Lower-Rhine Istvaeonic regional proxy before later Frankish formations
antq_marcomannic,Marcomannic,antq_germanic_group,german_language,P8.7;P10;CAH-XI;CAM-GERM,contested,Bohemian Marcomannic regional proxy under Maroboduus without a full tribal-border claim
antq_quadi,Quadi,antq_germanic_group,german_language,P8.7;P10;OCD-QUA,contested,Moravian Quadi regional proxy without extending it through the heterogeneous Slovakian scope
