tag,geography,tenure,source,confidence,note
KNG,otrar_province,own_control_core,HAN-WR;IRAN-SOG-KANGJU;P8.8,contested,Kangju Otrar and middle-Syr confederational core
KNG,sighnaq_province,own_control_core,HAN-WR;IRAN-SOG-KANGJU;P8.8,contested,Kangju lower-Syr confederational corridor
KNG,turkestan_province,own_control_core,HAN-WR;IRAN-SOG-KANGJU;P8.8,contested,Kangju middle-Syr confederational corridor
KNG,yangikent_province,own_control_core,HAN-WR;IRAN-SOG-KANGJU;P8.8,contested,Kangju lower-Syr confederational corridor
WSN,naryn_province,own_control_core,HAN-WR;HHS-WR;P8.8,contested,Wusun Naryn and inner-Tianshan pasture corridor
YUE,balkh_province,own_control_core,HAN-WR;IRAN-SOG-KANGJU;P8.8,contested,Yuezhi Bactrian heartland outside the named Balkh anchor
YUE,bamyan_province,own_control_core,HAN-WR;P8.8,contested,Yuezhi-linked Bactrian and Hindu-Kush approach frame
YUE,kunduz_province,own_control_core,HAN-WR;P8.8,contested,Yuezhi Bactrian and Oxus valley frame
YUE,maymana_province,own_control_core,HAN-WR;P8.8,contested,Yuezhi western-Bactrian confederational frame
ARI,badhghis_province,own_control_core,IRAN-ARIA;P8.2;P8.8,contested,Aria Hari-Rud and western-upland regional frame
ARI,herat_province,own_control_core,IRAN-ARIA;P8.2;P8.8,contested,Aria and Alexandria-in-Aria regional frame
MRG,merv_province,own_control_core,P8.2;IRAN-ARIA;CAH-XI,contested,Margian oasis approaches around the existing Merv anchor
YNC,ural_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi western steppe frame near the Aral-Caspian corridor
YNC,lower_emba_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi lower-Emba corridor
YNC,upper_emba_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi upper-Emba corridor
YNC,baytak_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi western steppe frame
YNC,shagiz_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi western steppe frame
YNC,uil_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi western steppe frame
YNC,irgiz_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;WIL-SAR,contested,Yancai-Aorsi Aral-facing steppe frame
KNG,bakanas_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;P8.8,contested,Kangju northern confederational pasture corridor
KNG,karagau_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;P8.8,contested,Kangju lower-Syr and northern pasture corridor
KNG,khaqmar_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;P8.8,contested,Kangju Aral-facing confederational pasture corridor
KNG,sarysu_province,own_control_core,HAN-WR;UNESCO-CA-NOMADS;P8.8,contested,Kangju Sarysu confederational pasture corridor
SRY,nura_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
SRY,sarykopa_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
SRY,tengiz_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
SRY,tokrau_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
SRY,turgay_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
SRY,ulytau_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
SRY,zhamshy_province,own_control_core,UNESCO-CA-NOMADS;WIL-SAR,contested,Central-Saryarka Late Iron-Age archaeological frame
QIM,charchan_province,own_control_core,HAN-WR,contested,Qiemo-Cherchen oasis and immediate southern-route corridor
YQI,karasahr_province,own_control_core,HAN-WR;HHS-WR,contested,Yanqi-Karashahr oasis frame
YQI,kurla_province,own_control_core,HAN-WR;HHS-WR,contested,Yanqi-facing Korla and Wulei corridor
KAS,kashgar_province,own_control_core,HAN-WR;IRAN-KAS,contested,Shule-Kashgar oasis and immediate western-route corridor
KHT,khotan_province,own_control_core,HAN-WR;IRAN-KHO,contested,Khotan oasis and immediate southern-route corridor
LOU,lop_nur_province,own_control_core,HAN-WR;CAM-LOU,contested,Loulan-Shanshan Lop-Nur corridor
PUL,karakoram_province,own_control_core,HAN-WR,contested,Puli Pamir and Karakoram highland approach
PUL,sarikol_province,own_control_core,HAN-WR,contested,Puli Sarikol and Pamir highland frame
SHC,yarkand_province,own_control_core,HAN-WR;IRAN-YAR,contested,Shache-Yarkand oasis and immediate southern-route corridor
TUR,turpan_province,own_control_core,HAN-WR;HHS-WR;IRAN-CT,contested,Nearer Jushi and Turpan cultivated-basin frame
IWL,hami_province,own_control_core,HAN-WR;IRAN-CT,contested,Yiwulu-Hami oasis frame
FJS,beshbalik_province,own_control_core,HAN-WR;HHS-WR,contested,Further Jushi at Gucheng and Beshbalik
WSN,bortala_province,own_control_core,HAN-WR;HHS-WR,contested,Wusun Bortala and western-Dzungarian pasture frame
ALT,altay_province,own_control_core,ACSS-ALTAI-XIONGNU;UNESCO-CA-NOMADS,contested,Altai Xiongnu-contact archaeological frame
XIO,gurbantunggut_province,own_control_core,IRAN-XIO;HAN-WR,contested,Xiongnu northeastern-Dzungarian pressure zone
SMP,amdo_area,own_control_core,OXF-SINO-TIB;CAM-TIB-ARCH;P8.8,contested,Sumpa northeastern-plateau frame; later imperial evidence does not recover exact AD 1 borders
CTP,changtang_area,own_control_core,ANT-TIB-HERDING;CAM-TIB-ARCH;P8.8,contested,Changtang high-pasture network supported by first-millennium-BC herding evidence rather than a unitary state
ZHZ,ngari_area,own_control_core,OXF-SINO-TIB;CAM-TIB-ARCH;P8.8,contested,Zhang Zhung western-plateau frame bounded conservatively to Ngari rather than later maximal claims
TSG,tsang_area,own_control_core,CAM-TIB-ARCH;P8.8,contested,Western Tsangpo valley and exchange network without an invented AD 1 kingdom
YAR,yarlung_province,own_control_core,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Bangga-Yarlung settled agropastoral horizon without backdating the later Yarlung dynasty
UTV,kongpo_province,own_control_core,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Central Tsangpo eastern-valley network distinct from the excavated Yarlung horizon
UTV,lhokha_province,own_control_core,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Central Tsangpo southern-valley network distinct from the excavated Yarlung horizon
UTV,pemako_province,own_control_core,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Central Tsangpo southeastern-valley network without a later regional identity claim
UTV,u_province,own_control_core,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Central Tsangpo agropastoral valley network without backdating a unified Ü administration
QMC,chamdo_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
QMC,gonjo_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
QMC,nubhor_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
QMC,pagsho_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
QMC,poyul_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
QMC,tsawarong_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
QMC,zayul_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Qamdo upper-river corridor frame
DRC,derge_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu upper-Yangtze highland network
DRC,kyenarong_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu upper-Yangtze highland network
DRC,ling_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu upper-Yangtze highland network
DRC,nakchukha_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu highland and northern-pasture interface
DRC,nyarong_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu upper-Yangtze highland network
DRC,setha_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu upper-Yangtze highland network
DRC,tehor_province,own_control_core,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Drichu upper-Yangtze highland network
EPC,dartsedo_province,own_control_core,CAM-EAST-TIB;OXF-EAST-RIM;P8.8,contested,Eastern plateau escarpment and basin-facing exchange corridor
EPC,gyelrong_province,own_control_core,CAM-EAST-TIB;OXF-EAST-RIM;P8.8,contested,Eastern plateau escarpment and basin-facing exchange corridor
EPC,lithang_province,own_control_core,CAM-EAST-TIB;OXF-EAST-RIM;P8.8,contested,Eastern plateau escarpment and basin-facing exchange corridor
EPC,muli_province,own_control_core,CAM-EAST-TIB;OXF-EAST-RIM;P8.8,contested,Eastern plateau escarpment and basin-facing exchange corridor
EPC,sangon_province,own_control_core,CAM-EAST-TIB;OXF-EAST-RIM;P8.8,contested,Eastern plateau escarpment and basin-facing exchange corridor
GOG,gwanbuk_area,own_control_core,P8.3;SAM,contested,Goguryeo northern Korean frame
GOG,gwanseo_area,own_control_core,P8.3;SAM,contested,Goguryeo northern Korean frame
GOG,gwandong_area,own_control_core,P8.3;SAM,contested,Goguryeo eastern Korean frame
MAH,honam_area,own_control_core,P8.3;SAM,contested,Mahan SoP southwestern Korean frame
BYE,hoseo_area,own_control_core,P8.3;SAM,contested,Byeonhan and southern Korean SoP frame
BUY,songhua_area,own_control_core,P8.3;SAM,contested,Buyeo Songhua frame
WHU,liaodong_area,own_control_core,P8.8;CAH-XI,contested,Wuhuan Liaoxi and Liaodong frame
XIO,songnen_area,own_control_core,P8.3;CAH-XI,contested,Xiongnu eastern-steppe frontier frame
XIO,southern_gobi_area,own_control_core,P8.3;CAH-XI,contested,Xiongnu Gobi pastoral frame
XIO,western_gobi_area,own_control_core,P8.3;CAH-XI,contested,Xiongnu western Gobi pastoral frame
XIO,lower_selenga_area,own_control_core,P8.3;CAH-XI,contested,Xiongnu northern steppe frame
XIA,argun_area,own_control_core,P8.8;CAH-XI,contested,Xianbei eastern-steppe frame
XIA,eastern_gobi_area,own_control_core,P8.8;CAH-XI,contested,Xianbei eastern-steppe frame
DNG,tuva_area,own_control_core,P8.8;CAH-XI,contested,Dingling Upper Yenisei and Tuva frame
DNG,shilkari_area,own_control_core,P8.8;CAH-XI,contested,Dingling Upper Yenisei frame
DOR,greenland_area,own_control_core,P8.10;CAH-XI,contested,Dorset Arctic SoP Greenland frame
TON,samoa_area,own_control_core,P8.9;CAH-XI,contested,Western Polynesian Samoa frame
TON,tonga_area,own_control_core,P8.9;CAH-XI,contested,Western Polynesian Tonga frame
MAU,morocco_area,own_control_core,P8.1;CAH-XI,contested,Mauretanian Atlantic and Rif frame
MAU,sus_area,own_control_core,P8.1;CAH-XI,contested,Mauretanian southern Atlas frame
MAU,algiers_area,own_control_core,CAM-JUBA;OCD-CAESAREA;P8.1,contested,Juba II's northern Algerian Mauretanian realm around its Caesarea capital; installed area is a bounded gameplay proxy
MUS,aures_province,own_control_core,TAC-ANN-TACF;SOR-AFRICA-FRONTIER;P8.5,contested,Musulamian eastern Numidian and Aures frontier proxy; not a surveyed ethnic border
MUS,hodna_province,own_control_core,TAC-ANN-TACF;SOR-AFRICA-FRONTIER;P8.5,contested,Musulamian chott and high-plateau frontier proxy; not a surveyed ethnic border
GAR,desert_area,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
BLM,nubia_proper_area,own_control_core,P8.5;CAH-XI,contested,Blemmyan Lower Nubian SoP frame
AKS,northern_ethiopia_area,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,central_ethiopia_area,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,southern_ethiopia_area,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
WAF,kebbi_province,own_control_core,JAH-HAUSALAND;JAR-WA-NETWORKS;P8.5,contested,Kebbi riverine-savanna communities before later Hausaization or the Kebbi kingdom
ZMP,zamfara_province,own_control_core,JAH-HAUSALAND;JAR-WA-NETWORKS;P8.5,contested,Zamfara plateau communities before later Hausaization or the Zamfara kingdom
KPC,katsina_province,own_control_core,JAH-HAUSALAND;JAR-WA-NETWORKS;P8.5,contested,Katsina plain communities without backdating the later Hausa state
GTC,gobir_province,own_control_core,JAH-HAUSALAND;JAR-WA-NETWORKS;P8.5,contested,Gobir Tarka plain communities without backdating the later Gobir state
BNT,kongo_region,own_control_core,SCI-CONGO-RAINFOREST;NGOVO-GROUP;P8.5,contested,Lower Congo Ngovo and related rainforest settlement horizon; not a centralized polity
URW,great_lakes_region,own_control_core,JAH-BANTU-MOBILITY;AZA-UREWE;P8.5,contested,Great Lakes Urewe material horizon; language and political identity remain unresolved
KWL,tana_area,own_control_core,QI-EAFRICA;UC-MOMBASA;P8.5,contested,Northern coastal early-ironworking and mixed-economy horizon
KWL,wami_area,own_control_core,QI-EAFRICA;UC-MOMBASA;P8.5,contested,Northern coastal early-ironworking and mixed-economy horizon
KWL,rufiji_area,own_control_core,QI-EAFRICA;UC-MOMBASA;P8.5,contested,Central coastal early-ironworking and mixed-economy horizon
RUV,mozambique_area,own_control_core,QI-EAFRICA;JAH-BANTU-MOBILITY;P8.5,contested,Southern coastal migration frontier; no later Swahili town or fixed ethnic border is backdated
RUV,ruvuma_lurio_area,own_control_core,QI-EAFRICA;JAH-BANTU-MOBILITY;P8.5,contested,Ruvuma-Lurio migration frontier; no later ethnic or state geography is backdated
LMP,limpopo_area,own_control_core,OUP-SOUTH-AFRICA;JAH-BANTU-MOBILITY;P8.5,contested,AD 1 hunter-herder landscape before securely dated early-farmer settlement
ZHF,save_area,own_control_core,OUP-SOUTH-AFRICA;JAH-BANTU-MOBILITY;P8.5,contested,AD 1 Save hunter-herder landscape before securely dated early-farmer settlement
ZHF,zambezi_area,own_control_core,OUP-SOUTH-AFRICA;JAH-BANTU-MOBILITY;P8.5,contested,AD 1 Zambezi hunter-herder landscape before securely dated early-farmer settlement
WDP,wadai_area,own_control_core,MEGACHAD-WADAI;P8.5,contested,Eastern Chadian plateau community frame; not the seventeenth-century Wadai Sultanate
MAY,mayaab_area,own_control_core,P8.10;CAH-XI,contested,Early Maya lowland frame
MAY,chactemal_area,own_control_core,P8.10;CAH-XI,contested,Early Maya eastern lowland frame
MAY,puuk_area,own_control_core,P8.10;CAH-XI,contested,Early Maya northern lowland frame
MAY,central_america_region,own_control_core,P8.10;CAH-XI,contested,Early Maya and Central American SoP frame
ZAP,huaxyacac_area,own_control_core,P8.10;CAH-XI,contested,Monte Alban Zapotec frame
EPI,tochtepec_area,own_control_core,P8.10;CAH-XI,contested,Epi-Olmec Veracruz frame
WMS,xalisco_area,own_control_core,P8.10;CAH-XI,contested,West Mexican shaft-tomb SoP frame
WMS,michoacan_area,own_control_core,P8.10;CAH-XI,contested,West Mexican shaft-tomb SoP frame
WMS,aridoamerica_region,own_control_core,P8.10;CAH-XI,contested,West Mexican and northern frontier SoP frame
NAZ,acamama_area,own_control_core,P8.10;CAH-XI,contested,Nazca southern-coast frame
NAZ,yunga_area,own_control_core,P8.10;CAH-XI,contested,Nazca coastal-valley frame
TIW,qullaw_area,own_control_core,P8.10;CAH-XI,contested,Early Tiwanaku altiplano frame
TIW,puna_area,own_control_core,P8.10;CAH-XI,contested,Early Tiwanaku altiplano frame
REC,suni_area,own_control_core,P8.10;CAH-XI,contested,Recuay highland frame
CHI,quitu_area,own_control_core,P8.10;CAH-XI,contested,Chibchan northern-Andean frame
CHI,colombia_region,own_control_core,P8.10;CAH-XI,contested,Chibchan northern-Andean SoP frame
PLA,great_plains_region,own_control_core,P8.10;CAH-XI,contested,Plains and coastal SoP frame
PLA,east_coast_region,own_control_core,P8.10;CAH-XI,contested,Plains and coastal SoP frame
BTV,brabant_area,own_control_core,P8.7;CAH-XI;TAC-BAT,contested,Batavian lower-Rhine campaign frame
GMB,emsland_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Gamabrivii campaign proxy
CRU,lippe_province,own_control_core,P8.7;CAH-XI;OCD-CHER,contested,Cheruscan campaign proxy
CRU,middle_weser_province,own_control_core,P8.7;CAH-XI;OCD-CHER,contested,Cheruscan campaign proxy
CRU,ostwestphalia_province,own_control_core,P8.7;CAH-XI;OCD-CHER,contested,Cheruscan campaign proxy
BRC,munsterland_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Bructeri campaign proxy
SGM,ruhr_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Sugambri campaign proxy
SGM,sauerland_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Sugambri campaign proxy
CTU,wesermarch_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Chattuarii campaign proxy
LAN,altmark_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Langobardic lower-Elbe campaign proxy
SEM,flaming_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Semnonic Elbe-Havel campaign proxy
SEM,mittelmark_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Semnonic Elbe-Havel campaign proxy
SEM,niederlausitz_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Semnonic Elbe-Havel campaign proxy
SEM,prignitz_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Semnonic Elbe-Havel campaign proxy
SEM,uckermark_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Semnonic Elbe-Havel campaign proxy
VAN,neumark_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Vandilic Oder campaign proxy
CLC,holstein_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Caulci campaign proxy
CPS,lubeck_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Campsiani campaign proxy
CHC,aller_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Chauci campaign proxy
HER,brunswick_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Hermundurian campaign proxy
HER,harz_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Hermundurian campaign proxy
HER,magdeburger_borde_province,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Hermundurian campaign proxy
LAN,elbmarch_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Langobardic lower-Elbe campaign proxy
GER,hanover_province,own_control_core,TAC-ANN-II;TAC-GER;OCD-GER,contested,Angrivarian middle-Weser proxy fifteen years before the first direct boundary narrative
CRU,leine_province,own_control_core,P8.7;CAH-XI;OCD-CHER,contested,Cheruscan campaign proxy
VRN,schwerin_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Varini campaign proxy
VRN,seenplatte_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Varini campaign proxy
RUG,vorpommern_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Rugian Baltic campaign proxy
BRG,pyritz_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Burgundion-Lemovian campaign proxy
GUT,stettin_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Gutonic Baltic campaign proxy
SBN,stolp_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Sibini campaign proxy
SGM,bergisches_land_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Sugambri campaign proxy
CTU,eifel_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Lower-Rhine community proxy
CTU,hunsruck_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Lower-Rhine community proxy
BRC,julich_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Bructeri campaign proxy
BRC,koln_bucht_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Bructeri campaign proxy
SGM,niederrhein_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Sugambri campaign proxy
SGM,westerwald,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Sugambri campaign proxy
NAR,bavaria_area,own_control_core,P8.7;CAH-XI;TAC-GER,contested,Naristi upper-Danube campaign frame
NAR,franconia_area,own_control_core,P8.7;CAH-XI;TAC-GER,contested,Naristi-Hermundurian campaign frame
QUA,moravia_area,own_control_core,P8.7;CAH-XI;OCD-QUA,contested,Quadian Moravian campaign frame
SUE,swabia_area,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Suebian campaign coalition frame
SUE,upper_rhine_area,own_control_core,P8.7;CAH-XI;CAM-GERM,contested,Suebian campaign coalition frame
NHR,glogow_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Naharvali campaign proxy
MIM,legnica_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Manimi campaign proxy
ZUM,olesnica_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Zumi campaign proxy
HLS,opavsko_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Helisii campaign proxy
LUG,opole_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Lugii campaign proxy
HLV,swidnica_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Helveconae campaign proxy
BUU,tesin_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Buri campaign proxy
MSI,wroclaw_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Marsigni campaign proxy
HRI,zagan_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Harii campaign proxy
CMB,norrejylland_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Cimbri campaign proxy
CMB,vendsyssel_thy_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Cimbri campaign proxy
RDN,sonderjylland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Reudigni campaign proxy
ANG,slesvig_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Anglian campaign proxy
SRD,funen_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suardones campaign proxy
AVN,zealand_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Aviones campaign proxy
EUD,western_jutland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Eudoses campaign proxy
JUT,eastern_jutland_province,own_control_core,P8.7;CAH-XI,contested,Jutish campaign proxy
SUI,gastrikland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suiones campaign proxy
SUI,nerike_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suiones campaign proxy
SUI,sodermanland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suiones campaign proxy
SUI,uppland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suiones campaign proxy
SUI,varmland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suiones campaign proxy
SUI,vastmanland_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Suiones campaign proxy
SIT,dalarna_province,own_control_core,P8.7;TAC-GER;OCD-GER;PLE,contested,Sitones campaign proxy
PRZ,greater_poland_area,own_control_core,UW-PRZEWORSK;P8.7,contested,Greater-Poland Przeworsk material-group campaign frame
LPR,lesser_poland_area,own_control_core,UW-PRZEWORSK;PAN-LPR;P8.7,contested,Lesser-Poland Przeworsk material-group campaign frame
VEN,mazovia_area,own_control_core,P8.7;CAH-XI,contested,Vistula Venedi campaign frame
GUT,danzig_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER,contested,Lower-Vistula Gutones proxy; the installed province is not a surveyed ethnic frontier
GUT,tuchola_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER,contested,Lower-Vistula Gutones hinterland proxy; no unitary state or exact border is inferred
GUT,chelmno_province,own_control_core,P8.7;STR-GER;TAC-GER;OCD-GER,contested,Lower-Vistula Gutones hinterland proxy; no unitary state or exact border is inferred
AES,lower_prussia_province,own_control_core,P8.7;TAC-GER;OCD-GER,contested,Sambian amber-coast Aestii proxy; Tacitus writes of plural Aestian peoples rather than a centralized kingdom
AES,lithuania_minor_province,own_control_core,P8.7;TAC-GER;OCD-GER,contested,Sambian and lower-Nemunas Aestian proxy; the installed province is not an exact ethnic border
AES,warmia_province,own_control_core,P8.7;TAC-GER;OCD-GER,contested,Southeastern Baltic amber-coast Aestian proxy; no uniform polity is inferred
WBB,masuria_province,own_control_core,PAN-WBB,contested,Masurian West Balt Barrow Culture archaeological frame at the AD 1 terminal horizon
WBB,upper_prussia_province,own_control_core,PAN-WBB,contested,Western Masurian West Balt Barrow Culture archaeological frame at the AD 1 terminal horizon
WBB,suwalki_province,own_control_core,PAN-WBB,contested,Northeastern West Balt Barrow archaeological boundary proxy; not an ethnic state
BPC,ashmyany_province,own_control_core,VU-BRUSH,contested,Eastern Baltic Brushed Pottery hillfort-settlement frame; not a political frontier
BPC,breslauja_province,own_control_core,VU-BRUSH,contested,Eastern Baltic Brushed Pottery hillfort-settlement frame; not a political frontier
BPC,lida_province,own_control_core,VU-BRUSH,contested,Eastern Baltic Brushed Pottery hillfort-settlement frame; not a political frontier
BPC,svir_province,own_control_core,VU-BRUSH,contested,Eastern Baltic Brushed Pottery hillfort-settlement frame; not a political frontier
BPC,trakai_province,own_control_core,VU-BRUSH,contested,Eastern Baltic Brushed Pottery hillfort-settlement frame; not a political frontier
BPC,vilkmerge_province,own_control_core,VU-BRUSH,contested,Eastern Baltic Brushed Pottery hillfort-settlement frame; not a political frontier
BPC,vilnius_province,own_control_core,VU-BRUSH,contested,Kernave-Vilnius Brushed Pottery hillfort-settlement frame; not a centralized polity
BPC,latgalia_province,own_control_core,VU-BRUSH,contested,Southeastern Latvian Brushed Pottery boundary proxy; not a uniform culture-state
BPC,selonia_province,own_control_core,VU-BRUSH,contested,Daugava-side Brushed Pottery boundary proxy; not a uniform culture-state
BPC,semigalia_province,own_control_core,VU-BRUSH,contested,Daugava-side Brushed Pottery boundary proxy; not a uniform culture-state
BPC,south_livonia_province,own_control_core,VU-BRUSH,contested,Daugava-side Brushed Pottery boundary proxy; not a uniform culture-state
WSC,courland_province,own_control_core,LIT-WLSC,contested,Western Baltic coastal stone-circle archaeological proxy; southern Courland is a cautious extension from western Lithuania
WSC,kaunas_province,own_control_core,LIT-WLSC,contested,Western Lithuanian Roman-Iron-Age archaeological proxy; not a state boundary
WSC,upyte_province,own_control_core,LIT-WLSC,contested,Western Lithuanian Roman-Iron-Age archaeological proxy; not a state boundary
WSC,medininkai_province,own_control_core,LIT-WLSC,contested,Western Lithuanian coastal stone-circle archaeological proxy; only installed ownable locations are emitted
WSC,raseiniai_province,own_control_core,LIT-WLSC,contested,Western Lithuanian Roman-Iron-Age archaeological proxy; not a state boundary
WSC,siauliai_province,own_control_core,LIT-WLSC,contested,Western Lithuanian Roman-Iron-Age archaeological proxy; not a state boundary
