sheet,cell,key,age,track,subject,historical_brief,source,reference,prompt
sheet_010.png,bottom_right,antq_shared_healer_exchange_circuits,Crisis,learning,Healer Exchange Circuits,"Practitioners compared treatments and materia medica along pilgrimage, market, and kinship routes.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Replacement Tool Stocks. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Standard repair pieces and stored hand tools kept essential cultivation, transport, and construction moving.
Top Right: Local Warning Runners. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Practised messengers linked outlying farms, watch points, refuges, and assembly grounds.
Bottom Left: Dispute-Truce Days. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Recognized pauses in local feuds created safe occasions for arbitration, exchange, and shared repair work.
Bottom Right: Healer Exchange Circuits. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Practitioners compared treatments and materia medica along pilgrimage, market, and kinship routes.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_011.png,top_left,antq_shared_temporary_river_ferries,Crisis,exchange,Temporary River Ferries,"Locally assembled boats, rafts, ropes, and crews restored movement where regular crossings failed.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Temporary River Ferries. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Locally assembled boats, rafts, ropes, and crews restored movement where regular crossings failed.
Top Right: Surplus Seed Protection. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Separate custody kept planting seed from being consumed or seized during short-term emergencies.
Bottom Left: Frontier Hostage Mediation. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Third-party custodians and customary guarantees reduced the risks of negotiated hostages and sureties.
Bottom Right: Fortress Repair Musters. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Rapid labour levies restored gates, ditches, walls, and internal stores before renewed attack.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_011.png,top_right,antq_shared_surplus_seed_protection,Crisis,society,Surplus Seed Protection,Separate custody kept planting seed from being consumed or seized during short-term emergencies.,P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Temporary River Ferries. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Locally assembled boats, rafts, ropes, and crews restored movement where regular crossings failed.
Top Right: Surplus Seed Protection. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Separate custody kept planting seed from being consumed or seized during short-term emergencies.
Bottom Left: Frontier Hostage Mediation. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Third-party custodians and customary guarantees reduced the risks of negotiated hostages and sureties.
Bottom Right: Fortress Repair Musters. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Rapid labour levies restored gates, ditches, walls, and internal stores before renewed attack.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_011.png,bottom_left,antq_shared_frontier_hostage_mediation,Crisis,statecraft,Frontier Hostage Mediation,Third-party custodians and customary guarantees reduced the risks of negotiated hostages and sureties.,P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Temporary River Ferries. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Locally assembled boats, rafts, ropes, and crews restored movement where regular crossings failed.
Top Right: Surplus Seed Protection. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Separate custody kept planting seed from being consumed or seized during short-term emergencies.
Bottom Left: Frontier Hostage Mediation. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Third-party custodians and customary guarantees reduced the risks of negotiated hostages and sureties.
Bottom Right: Fortress Repair Musters. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Rapid labour levies restored gates, ditches, walls, and internal stores before renewed attack.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_011.png,bottom_right,antq_shared_fortress_repair_musters,Crisis,warfare,Fortress Repair Musters,"Rapid labour levies restored gates, ditches, walls, and internal stores before renewed attack.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Temporary River Ferries. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Locally assembled boats, rafts, ropes, and crews restored movement where regular crossings failed.
Top Right: Surplus Seed Protection. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Separate custody kept planting seed from being consumed or seized during short-term emergencies.
Bottom Left: Frontier Hostage Mediation. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Third-party custodians and customary guarantees reduced the risks of negotiated hostages and sureties.
Bottom Right: Fortress Repair Musters. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Rapid labour levies restored gates, ditches, walls, and internal stores before renewed attack.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_012.png,top_left,antq_shared_oral_crisis_chronicles,Crisis,learning,Oral Crisis Chronicles,"Remembered sequences of famine, conflict, movement, and recovery preserved practical warnings for later generations.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Oral Crisis Chronicles. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Remembered sequences of famine, conflict, movement, and recovery preserved practical warnings for later generations.
Top Right: Storehouse Oversight. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Separated custody, witnessed issues, and periodic inspection made large collective stores harder to divert.
Bottom Left: Road and Portage Inspections. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Routine inspection identified broken surfaces, unsafe landings, blocked passes, and exhausted staging places.
Bottom Right: River-Embankment Musters. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Coordinated labour repaired banks, spillways, and drainage before damaging seasonal water.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_012.png,top_right,antq_shared_storehouse_oversight,Dominate,statecraft,Storehouse Oversight,"Separated custody, witnessed issues, and periodic inspection made large collective stores harder to divert.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Oral Crisis Chronicles. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Remembered sequences of famine, conflict, movement, and recovery preserved practical warnings for later generations.
Top Right: Storehouse Oversight. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Separated custody, witnessed issues, and periodic inspection made large collective stores harder to divert.
Bottom Left: Road and Portage Inspections. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Routine inspection identified broken surfaces, unsafe landings, blocked passes, and exhausted staging places.
Bottom Right: River-Embankment Musters. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Coordinated labour repaired banks, spillways, and drainage before damaging seasonal water.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_012.png,bottom_left,antq_shared_road_and_portage_inspections,Dominate,exchange,Road and Portage Inspections,"Routine inspection identified broken surfaces, unsafe landings, blocked passes, and exhausted staging places.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Oral Crisis Chronicles. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Remembered sequences of famine, conflict, movement, and recovery preserved practical warnings for later generations.
Top Right: Storehouse Oversight. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Separated custody, witnessed issues, and periodic inspection made large collective stores harder to divert.
Bottom Left: Road and Portage Inspections. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Routine inspection identified broken surfaces, unsafe landings, blocked passes, and exhausted staging places.
Bottom Right: River-Embankment Musters. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Coordinated labour repaired banks, spillways, and drainage before damaging seasonal water.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_012.png,bottom_right,antq_shared_river_embankment_musters,Dominate,society,River-Embankment Musters,"Coordinated labour repaired banks, spillways, and drainage before damaging seasonal water.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Oral Crisis Chronicles. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Remembered sequences of famine, conflict, movement, and recovery preserved practical warnings for later generations.
Top Right: Storehouse Oversight. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Separated custody, witnessed issues, and periodic inspection made large collective stores harder to divert.
Bottom Left: Road and Portage Inspections. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Routine inspection identified broken surfaces, unsafe landings, blocked passes, and exhausted staging places.
Bottom Right: River-Embankment Musters. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Coordinated labour repaired banks, spillways, and drainage before damaging seasonal water.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_013.png,top_left,antq_shared_settlement_watch_rotations,Dominate,warfare,Settlement Watch Rotations,Scheduled watches distributed warning duty across households while keeping gates and approaches observed.,P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Settlement Watch Rotations. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Scheduled watches distributed warning duty across households while keeping gates and approaches observed.
Top Right: Trained Messenger Relays. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Known stages, replacement runners, and recognized credentials made official messages more dependable.
Bottom Left: Standard Ration Bundles. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Predictable bundles of grain, preserved food, salt, and containers simplified short campaigns.
Bottom Right: Frontier Market Wards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Separate market quarters and local guarantors managed visitors, tolls, storage, and disputes at political boundaries.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_013.png,top_right,antq_shared_trained_messenger_relays,Dominate,statecraft,Trained Messenger Relays,"Known stages, replacement runners, and recognized credentials made official messages more dependable.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Settlement Watch Rotations. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Scheduled watches distributed warning duty across households while keeping gates and approaches observed.
Top Right: Trained Messenger Relays. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Known stages, replacement runners, and recognized credentials made official messages more dependable.
Bottom Left: Standard Ration Bundles. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Predictable bundles of grain, preserved food, salt, and containers simplified short campaigns.
Bottom Right: Frontier Market Wards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Separate market quarters and local guarantors managed visitors, tolls, storage, and disputes at political boundaries.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_013.png,bottom_left,antq_shared_standard_ration_bundles,Dominate,warfare,Standard Ration Bundles,"Predictable bundles of grain, preserved food, salt, and containers simplified short campaigns.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Settlement Watch Rotations. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Scheduled watches distributed warning duty across households while keeping gates and approaches observed.
Top Right: Trained Messenger Relays. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Known stages, replacement runners, and recognized credentials made official messages more dependable.
Bottom Left: Standard Ration Bundles. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Predictable bundles of grain, preserved food, salt, and containers simplified short campaigns.
Bottom Right: Frontier Market Wards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Separate market quarters and local guarantors managed visitors, tolls, storage, and disputes at political boundaries.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_013.png,bottom_right,antq_shared_frontier_market_wards,Dominate,exchange,Frontier Market Wards,"Separate market quarters and local guarantors managed visitors, tolls, storage, and disputes at political boundaries.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Settlement Watch Rotations. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Scheduled watches distributed warning duty across households while keeping gates and approaches observed.
Top Right: Trained Messenger Relays. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Known stages, replacement runners, and recognized credentials made official messages more dependable.
Bottom Left: Standard Ration Bundles. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Predictable bundles of grain, preserved food, salt, and containers simplified short campaigns.
Bottom Right: Frontier Market Wards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Separate market quarters and local guarantors managed visitors, tolls, storage, and disputes at political boundaries.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
