"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"area","benin_area","guinea_region","land","Lower Niger and Delta","indigenous hydronym / English","hydrographic construction","installed:in_game/map_data/definitions.txt;https://www.metmuseum.org/de/exhibitions/arts-of-africa/inside-the-exhibition","medium","Replaces the much later Benin state with the lower-Niger and delta geography shared by the constituent communities.","false"
"area","bermuda_area","north_atlantic_ocean_region","land","Western Ocean Isle","English classical-style construction","uninhabited-island geographic construction","installed:in_game/map_data/definitions.txt;https://www.sciencedirect.com/science/article/pii/S0070457104800220","medium","Bermuda was uninhabited and unknown in AD 1; a singular physical name avoids an invented endonym.","false"
"area","bhojpur_area","hindustan_region","land","Kashi and Malla","Sanskrit / Prakrit conventional forms","attested regional composite","installed:in_game/map_data/definitions.txt;https://www.davcollegekanpur.ac.in/assets/ebooks/History/History%20of%20Early%20India%20From%20the%20Origins%20to%20AD%201300%20by%20Thapar.pdf","high","Kashi and Malla fit Varanasi Gorakhpur and the middle-Gangetic provinces better than the later Bhojpur name.","false"
"area","bismarck_area","melanesia_region","land","Manus and Lamogai Isles","local ethnonyms / English","local island-group composite","installed:in_game/map_data/definitions.txt;https://press.anu.edu.au/downloads/press/p69411/mobile/ch06.html","high","Local Manus and Lamogai anchors replace the German imperial Bismarck name in the post-Lapita island world.","false"
"area","black_ruthenia_area","ruthenia_region","land","Neman and Pripyat Woodlands","indigenous hydronyms / English","hydrographic-ecological construction","installed:in_game/map_data/definitions.txt;https://spbae.ru/images/archae_2014.pdf","medium","The river pair and woodland setting match the seeded striated-pottery horizon without medieval Ruthenian color terminology.","false"
"area","black_sea_area","anatolia_region","marine","Pontus Euxinus","Greek / Latin","attested classical sea name","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Aabo%3Atlg%2C0099%2C001%3A11","high","Exact classical name for the Black Sea and Sea-of-Azov maritime bundle.","false"
"area","bohemia_area","south_german_region","land","Marcomannia","Latinized Germanic ethnonym","attested people-country construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Maroboduus' Marcomannic realm in Bohemia is exact for AD 1 and replaces the later Czech regional name.","false"
"area","boiaca_area","colombia_region","land","Herrera Highlands","archaeological name / English","archaeological-horizon construction","installed:in_game/map_data/definitions.txt;https://www.metmuseum.org/exhibitions/listings/2018/golden-kingdoms/exhibition-galleries","medium","The Herrera-period highland frame predates the later Muisca confederacies and fits the installed Chibchan seed.","false"
"area","bolghar_area","ural_region","land","Pyanobor and Kama","archaeological name / indigenous hydronym","archaeological-hydrographic composite","installed:in_game/map_data/definitions.txt;https://www.sciencedirect.com/topics/social-sciences/baltic-region","medium","Uses the seeded Pyanobor horizon and Kama basin instead of the much later Volga-Bulgar city.","false"
"area","bornu_area","sahel_region","land","Chadic Lake Country","language-family name / English","ethnolinguistic-landscape construction","installed:in_game/map_data/definitions.txt;https://www.cambridge.org/core/books/abs/urbanisation-and-state-formation-in-the-ancient-sahara-and-beyond/first-millennia-bcad-fortified-settlements-at-lake-chad/7CE6CFFAB6A726A6ADC2B193AD123E89","medium","The Chad-basin fortified-settlement context and seeded Chadic profile replace the much later Bornu state.","false"
"area","bosnia_area","balkan_region","land","Daesitiate and Autariatan Highlands","Latinized Illyrian ethnonyms / English","attested people-landscape composite","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Two major interior Illyrian peoples distinguish this highland area from the Taulantian-Parthinian coastal sibling.","false"
"area","bougainville_area","melanesia_region","land","Me'ekamui and Northern Atolls","local endonym / English","local-name geographic construction","installed:in_game/map_data/definitions.txt;https://openresearch-repository.anu.edu.au/items/76322e5e-e132-45ec-8cf9-dc3369e516f4","medium","Me'ekamui replaces the French explorer's name while Northern Atolls includes the Carteret and Polynesian-outlier provinces without one polity claim.","false"
"area","bouvet_area","south_atlantic_region","land","Far Southern Isle","English","uninhabited-island directional construction","installed:in_game/map_data/definitions.txt;https://science.nasa.gov/earth/earth-observatory/bouvet-island-south-atlantic-ocean-35526/","medium","The island was uninhabited and unknown in AD 1; a physical name avoids the eighteenth-century discoverer eponym.","false"
