granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,north_eastern_atlantic57,canary_island_coast,sea,Canaria–Ninguaria Sea-Lane,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic58,canary_island_coast,sea,Canaria Ninguaria,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic59,canary_island_coast,sea,Windward Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic6,azores_sea_province,sea,Fortunate-Isles Windward,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic60,canary_island_coast,sea,Windward Canaria,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic61,canary_island_coast,sea,Windward Ninguaria,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic62,sahel_coast_province,sea,Gaetulian Arguin–Bojador,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic63,sahel_coast_province,sea,Gaetulian Arguin Bojador,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic64,sahel_coast_province,sea,Gaetulian Arguin–Bojador West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic65,canary_island_coast,sea,Canaria–Ninguaria Ocean East,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic66,canary_island_coast,sea,Windward Canaria Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic67,azores_sea_province,sea,Windward Isles,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic68,azores_sea_province,sea,Fortunate,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic69,cantabrian_sea_province,sea,Asturian Cantabrian,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic7,azores_sea_province,sea,Windward Sea-Lane,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic70,sahel_coast_province,sea,Gaetulian Arguin,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic71,sahel_coast_province,sea,Arguin Bojador Sound,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic72,sahel_coast_province,sea,Gaetulian Arguin Bojador Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic73,senegambia_coastline,sea,Senegal–Gambia Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic74,senegambia_coastline,sea,Senegal–Gambia Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic75,senegambia_coastline,sea,Senegal–Gambia West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic76,upper_guinea_coastline,sea,Geba–Nunez Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic77,upper_guinea_coastline,sea,Geba–Nunez Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic78,upper_guinea_coastline,sea,Geba–Nunez West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic79,grain_coast,sea,Sassandra–Kru Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic8,azores_sea_province,sea,Windward Fortunate,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic80,grain_coast,sea,Sassandra–Kru Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic81,grain_coast,sea,Sassandra–Kru West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic82,grain_coast,sea,Sassandra–Kru Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic83,grain_coast,sea,Sassandra–Kru Sound,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic84,ivory_coast,sea,Bandama Gulf Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic85,ivory_coast,sea,Bandama Sassandra Gulf,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic86,ivory_coast,sea,Bandama–Sassandra Gulf West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic87,bight_of_benin_sea,sea,Volta–Niger Gulf Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic88,bight_of_benin_sea,sea,Volta–Niger Gulf Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic89,bight_of_bonny,sea,Cross Gulf Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic9,azores_sea_province,sea,Fortunate-Isles Leeward,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic90,bight_of_bonny,sea,Niger Cross River Gulf,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic91,bight_of_bonny,sea,Niger–Cross River Gulf West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic92,bight_of_bonny,sea,Niger–Cross River Gulf Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_desert,red_sea_coast_province,land,Coptos Eastern Desert,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_pyrenees1,comminges_province,land,Convenae Eastern Pyrenees,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_pyrenees2,razes_province,land,Volcian Eastern Pyrenees,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_frisian_islands,danmark_coastal_sea_zones_province,sea,Cimbrian Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_hia_ced_oodham,hia_ced_oodham_province,land,Gila Northlands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_hijaz_coast,north_red_sea_province,sea,Aelana Offing,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_hlanganu,changane_province,land,Limpopo–Changane Lands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_hulsan_lake,tsaidam_province,lake,Qiang Northern Lake,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_indian_countercurrent,indian_equatorial_countercurrent_province,sea,Erythraean Return Current,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_jeongju,hwaju_province,land,Okjeo Northern Coast,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_juma,bandundu_province,land,Kwango Kasai Northern Forest,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_kimbu,ugalla_province,land,Ugalla Northlands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_letota,north_moxico_province,land,Moxico Northlands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_makassar_strait,tarakan_coast_sea_province,sea,Berau–Makassar Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_manica_highlands,ruenya_province,land,Nyanga Northern Highlands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_matsuwa,kuril_islands,sea,Ainu Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_meetto,lower_ruvuma_province,land,Azanian Northlands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_mekong_delta,chan_bo_coast_sea_province,sea,Funan Estuary,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_melanesian_sea,pacific_polynesia_province,sea,Expanse Offing,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_middle_atlas,haouz_province,land,Mauretanian Lands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_minch,hebridean_sea_province,sea,Caledonian Offing,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_ngindo,upper_rufiji_province,land,Azanian Plain,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_coast,pacific_north_equatorial_province,sea,Tropical-Ocean Current,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_countercurrent,pacific_equatorial_countercurrent_province,sea,Mid-Ocean Northern Return,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea100,koryak_coast_sea_province,sea,Pakhachi–Olyutor Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea102,kamchatka_coast_province,sea,Karagin–Kamchatka Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea104,achava_coast_sea_province,sea,Itelmen West Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea105,achava_coast_sea_province,sea,Itelmen Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea108,achava_coast_sea_province,sea,Itelmen Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea11,unalaska_coast_sea_zones_province,sea,Aleutian Unimak–Sanak Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea13,unalaska_coast_sea_zones_province,sea,Aleutian Unimak–Sanak Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea15,unalaska_coast_sea_zones_province,sea,Aleutian Unimak–Sanak West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea17,unalaska_coast_sea_zones_province,sea,Aleutian Unimak–Sanak Pelagos,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea19,unalaska_coast_sea_zones_province,sea,Aleutian Unimak–Sanak Deep,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea2,tlingit_sea_zones_province,sea,Haida Inside Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea22,kaialigamiut_coast_sea_zones_province,sea,Kwiguk-Kuskokwim Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea23,kaialigamiut_coast_sea_zones_province,sea,Kwiguk-Kuskokwim Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea24,bering_sea_zones_province,sea,Unangan-Aleutian Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea25,bering_sea_zones_province,sea,Unangan-Aleutian Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea27,bering_sea_zones_province,sea,Unangan-Aleutian West Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea29,bering_sea_zones_province,sea,Unangan-Aleutian Pelagos,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea31,bering_sea_zones_province,sea,Unangan-Aleutian Deep,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea35,bering_sea_zones_province,sea,Unangan-Aleutian Current,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea37,kaialigamiut_coast_sea_zones_province,sea,Kwiguk-Kuskokwim West Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea40,kavagmiut_coast_sea_zones_province,sea,Qikiqtaġruk Peninsula Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea42,kavagmiut_coast_sea_zones_province,sea,Qikiqtaġruk Peninsula Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea44,bering_sea_zones_province,sea,Unangan-Aleutian Sea-Lane,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea47,bering_sea_zones_province,sea,Unangan-Aleutian Windward Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea5,denaina_coast_sea_zones_province,sea,Dena'ina–Kodiak Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea50,bering_sea_zones_province,sea,Unangan-Aleutian Windward,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea52,bering_sea_zones_province,sea,Windward Pelagos,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea55,bering_sea_zones_province,sea,Windward Deep,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea56,alutiiq_sea_zones_province,sea,Aleutian Unangan Stormward,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_pacific_high_sea59,alutiiq_sea_zones_province,sea,Aleutian Unangan Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
