granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
area,northern_greece_area,balkan_region,land,Hellas–Thessaly–Epeiros,Ancient Greek regional names,attested regional composite,GEO-PROXY;STR-BAL,high,Attica Boeotia Aetolia Thessaly southern Epeiros and the Ionian islands form mainland Hellas north of the Peloponnese; the composite follows the unusually broad installed area.,false
area,northern_isles_area,north_atlantic_islands_region,land,Orcades and Northern Remote,Latin attested name / English,attested-island and uninhabited-sibling construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Plin.+Nat.+4&fromdoc=Perseus%3Atext%3A1999.02.0137,high,Orcades names Iron Age Orkney while Shetland belongs to the classical far north and the Faroes remain an unpeopled remote extension at AD 1.,false
area,northern_isles_sea_area,north_atlantic_islands_region,marine,Orcadian–Thulean Waters,Latin and Greek conventional forms / English,attested island-anchor maritime construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Plin.+Nat.+4&fromdoc=Perseus%3Atext%3A1999.02.0137,medium,Orcadian waters and the classical Thulean far north distinguish the Orkney-Shetland-Faroe sea field without claiming a precise ancient identification of Thule.,false
area,northern_ontario_area,canada_region,land,Nipissing–Manitoulin Middle,Indigenous local names / archaeological English,local-anchor archaeological construction,GEO-PROXY;OAS-POINT,high,Nipissing Manitoulin Timiskaming and Wanapitei children lie in varied Middle Woodland exchange and ceramic zones; the name removes the modern provincial direction.,false
area,northern_somalia_area,somalia_region,land,Malao–Mosyllon Frankincense,Greek-attested port names / English,attested port-coast construction,GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,high,The first-century Periplus names Malao Mundu Mosyllon and Opone along this northern aromatic-trade coast; the pair brackets Guban Maakhir and Majerteen descendants.,false
area,northern_tai_highland_area,indochina_region,land,Upper Mekong–Salween Highland,local hydronyms / English,river-basin archaeological construction,GEO-PROXY;BELLINA-SHK,medium,Chiang Mai Chiang Rai Muang Sua Phrae and Xam Neua span upper Mekong-Salween highlands with varied Mon-Khmer Tibeto-Burman and other communities; later Tai states are not backdated.,false
area,northumbria_area,great_britain_region,land,Brigantes–Carvetii–Parisi,Latinized Brittonic ethnonyms,attested people-region composite,GEO-PROXY;PTO-GEO-II2;MANN-BRI,high,Brigantes dominate the broad Pennine and Yorkshire footprint Carvetii anchor Cumbria and Parisi the East Riding; Cornovii remain a southwestern fringe.,false
area,northwest_coast_area,alaska_region,land,Tsimshian–Marpole Maritime,archaeological phase names / English,archaeological-horizon coastal composite,GEO-PROXY;https://www.cambridge.org/core/journals/american-antiquity/article/chronology-and-culture-change-in-the-san-juan-islands-washington/B7451352E87DF992DB8844A3F60428DF,medium,Prince Rupert and Marpole-related sequences bracket the Tlingit-Tsimshian and Vancouver-Salish portions of the installed coast; later nation boundaries are not projected onto AD 1.,false
area,northwestern_australia_area,australia_region,land,Wilinggin–Great Sandy Interior,local regional names / English,physical-ecological construction,GEO-PROXY;https://www.cambridge.org/core/books/abs/cambridge-world-prehistory/archaeology-of-australia/8FD599758CD45C497555402360ECF868,medium,Doolboong Ngarinyin Warwa and Yawuru children occupy the Kimberley edge while Kundal and Mangala reach the Great Sandy and inland deserts; no single cultural identity is imposed.,false
area,northwestern_ontario_area,canada_region,land,Laurel Nipigon–Superior Lands,archaeological term / Indigenous local names,archaeological-horizon and lake-axis construction,GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/archaeology,medium,Laurel-related boreal Woodland traditions fit the Nipigon and Superior north-shore descendants around AD 1; Baawitigong remains a local eastern anchor rather than a later state.,false
area,nubia_proper_area,nubia_region,land,Meroitic Nubia and Bayuda,Meroitic conventional term / local geographic name,attested polity-landscape construction,GEO-PROXY;https://whc.unesco.org/en/list/1336/;OUP-MERO,high,Bayuda Makuria Nobatia Suakin and the lower Nile corridor were within or adjoining the Meroitic Kushite world at AD 1; later Christian Nubian kingdoms are not backdated.,false
