key,name,kind,copy_from,status,age,tags,gfx_tags,modifiers,combat,source,confidence,note
antq_caravan_guard_company,Caravan Guard Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,ALL,archer_tag|light_tag,movement_speed=0.06|supply_weight=-0.05,desert=0.03|hills=0.03,P8.1;P8.2;P8.4;P8.5;P14;PER,contested,"A portable route-guard company role for paid escorts and armed brokers; local specialists and regional equipment remain represented by other companies."
antq_han_frontier_crossbow_company,Han Frontier Crossbow Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,HAN,archer_tag|light_tag,initiative=0.16|morale_damage_done=0.04,hills=0.05|river=0.04,P8.3;P14;CAH-XI,secure,"A bounded hired or seconded Han crossbow role for frontier and escort service without inventing a permanent private regiment."
antq_yellow_river_escort_company,Yellow River Escort Company,land,a_age_1_traditions_heavy_infantry,mercenary,age_1_traditions,HAN,medium_tag|heavy_tag,morale_damage_taken=-0.03|movement_speed=-0.02,river=0.08|grasslands=0.03,P8.3;P14;CAH-XI,contested,"A river-route spear escort adapter representing contracted and locally seconded guards rather than one named formation."
antq_indian_longbow_company,Indian Longbow Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,SAT|ISK|IGR|YDH|ARJ|KUN|KAL|CHE|CHL|PND|ANU|GNG|AUD|NMS|PCM|KSM|AYM|KSH|MLL|VDJ|AGA|PDR|RAR|VNG|SMT|HRK|CNP|AMB|DDV|KJH|UBR|SDY|MYL|SKM|IMV|ANR|LBR|RKU|SRS|KCH|MTS|CHB|ABN|MRN|JGP|TND|ATY|UJJ|VDS|CED|NVM|BGL|DKS|BSR|MLD,archer_tag|light_tag,initiative=0.14|morale_damage_done=0.04,jungle=0.05|grasslands=0.03,P8.4;P14;CAH-XI,contested,"A broad early-historic longbow service company for Indian courts and cities without claiming uniform equipment caste or organization."
antq_deccan_spear_company,Deccan Spear Company,land,a_age_1_traditions_heavy_infantry,mercenary,age_1_traditions,SAT|ISK|IGR|YDH|ARJ|KUN|KAL|CHE|CHL|PND|ANU|GNG|AUD|NMS|PCM|KSM|AYM|KSH|MLL|VDJ|AGA|PDR|RAR|VNG|SMT|HRK|CNP|AMB|DDV|KJH|UBR|SDY|MYL|SKM|IMV|ANR|LBR|RKU|SRS|KCH|MTS|CHB|ABN|MRN|JGP|TND|ATY|UJJ|VDS|CED|NVM|BGL|DKS|BSR|MLD,medium_tag|heavy_tag,morale_damage_taken=-0.03|strength_damage_taken=-0.02,hills=0.06|desert=0.04,P8.4;P14;CAH-XI,contested,"A conservative spear-and-shield company adapter for peninsular and inland service without asserting one Deccan-wide military institution."
antq_nile_bow_company,Nile Bow Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,MAU|KUS|AKS|GAR|BLM|BEJ|DJN|WAF|ZMP|KPC|GTC|NSK|OUE|VIC|BSW|BNT|URW|KWL|RUV|LMP|ZHF|WDP|BCH|BAR|AVA|MLA|MUN|MOS|ARO|OPO|HAU|AZA|BER|MUS|NOK|LCH|MNG|WGD|VLT|SNG|AKF|LNC|GUR|MUP|AIR,archer_tag|light_tag,initiative=0.16|movement_speed=0.06,desert=0.05|river=0.06,P8.5;P14;CAH-XI,contested,"A Nile-anchored bow-service company broadly available through African recruitment networks without flattening distinct regional traditions."
antq_sahel_javelin_company,Sahel Javelin Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,MAU|KUS|AKS|GAR|BLM|BEJ|DJN|WAF|ZMP|KPC|GTC|NSK|OUE|VIC|BSW|BNT|URW|KWL|RUV|LMP|ZHF|WDP|BCH|BAR|AVA|MLA|MUN|MOS|ARO|OPO|HAU|AZA|BER|MUS|NOK|LCH|MNG|WGD|VLT|SNG|AKF|LNC|GUR|MUP|AIR,archer_tag|light_tag,initiative=0.18|movement_speed=0.08,grasslands=0.08|desert=0.04,P8.5;P14;CAH-XI,contested,"A mobile javelin-and-hide-shield gameplay role for savanna service without projecting a single ethnicity polity or later military system."
antq_mesoamerican_atlatl_company,Mesoamerican Atlatl Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,TEO|CUI|MAY|ZAP|EPI|NYS|TJC|SJB|COL|BJC|PHC|MBC|TVC|MZC|JZH|SDR|HOP|BSK|DOR|PPA|MHP|FLP|HVI|ABW|CMW|MRW|KCP|SLC|PTF|MRF|NHC|TPC|GLS|GPC|ONH|IZA|CPH|VCS|VIR|NAZ|LIM|ATC|CBA|REC|HUA|PUK|TIW|WNK|MRH|UTC|YUN|MYB|HRC|SNE|LRC|OLC|WIC|CCF|ACU,archer_tag|light_tag,initiative=0.18|morale_damage_done=0.03,jungle=0.06|hills=0.04,P8.10;P14,contested,"A Late Formative spear-thrower company adapter without backdating Aztec imperial regalia organization or metal weapons."
antq_andean_sling_company,Andean Sling Company,land,a_age_1_traditions_light_infantry,mercenary,age_1_traditions,TEO|CUI|MAY|ZAP|EPI|NYS|TJC|SJB|COL|BJC|PHC|MBC|TVC|MZC|JZH|SDR|HOP|BSK|DOR|PPA|MHP|FLP|HVI|ABW|CMW|MRW|KCP|SLC|PTF|MRF|NHC|TPC|GLS|GPC|ONH|IZA|CPH|VCS|VIR|NAZ|LIM|ATC|CBA|REC|HUA|PUK|TIW|WNK|MRH|UTC|YUN|MYB|HRC|SNE|LRC|OLC|WIC|CCF|ACU,archer_tag|light_tag,initiative=0.16|movement_speed=0.06,mountains=0.08|hills=0.06,P8.10;P14,contested,"An Andean highland sling-service adapter without projecting later Inca state uniforms ranks or imperial recruitment systems."
antq_british_coastal_warboat,British Coastal Warboat,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,ORD|DUM|REG|BLG|PBI|CRV|DEM|VOT|NOV|DAM|VCN|TAE|EPD|VAC|DCT|CRE|CNA|LGB|SME|NCR|CAL,,movement_speed=0.45|hull_size=-4,,P8.7;P14;CAH-XI,contested,"A bounded coastal patrol adapter for British harbor polities, not a reconstructed standardized state fleet."
antq_british_hide_transport,British Hide Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,ORD|DUM|REG|BLG|PBI|CRV|DEM|VOT|NOV|DAM|VCN|TAE|EPD|VAC|DCT|CRE|CNA|LGB|SME|NCR|CAL,,transport_capacity=0.20|hull_size=-3,,P8.7;P14;CAH-XI,contested,"A bounded hide-covered coastal carrier for British harbor polities, not a reconstructed standardized state fleet."
antq_hibernian_war_curragh,Hibernian War Curragh,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,VNI|RHB|NAG|AUT|IVN|USD|IBG|MNP|CCI,,movement_speed=0.45|hull_size=-4,,P8.7;P14;CAH-XI,contested,"A bounded Hibernian coastal patrol role, not a reconstructed standardized state fleet or a projection of later raiding institutions."
antq_hibernian_cargo_curragh,Hibernian Cargo Curragh,navy,n_age_1_traditions_transport,regular,age_1_traditions,VNI|RHB|NAG|AUT|IVN|USD|IBG|MNP|CCI,,transport_capacity=0.20|hull_size=-3,,P8.7;P14;CAH-XI,contested,"A bounded Hibernian coastal carrier role, not a reconstructed standardized state fleet or a projection of later raiding institutions."
antq_germanic_north_sea_patrol,Germanic North Sea Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,GUT|MUG,,movement_speed=0.45|hull_size=-4,,P8.7;P14;CAH-XI;TAC-GER,contested,"A bounded North Sea patrol adapter for harbor-owning Germanic polities, not a reconstructed standardized state fleet."
antq_germanic_north_sea_transport,Germanic North Sea Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,GUT|MUG,,transport_capacity=0.20|hull_size=-3,,P8.7;P14;CAH-XI;TAC-GER,contested,"A bounded North Sea carrier adapter for harbor-owning Germanic polities, not a reconstructed standardized state fleet."
antq_baltic_sewn_plank_patrol,Baltic Sewn-Plank Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,AES,,movement_speed=0.45|hull_size=-4,,P8.7;P14;CAH-XI;VU-BRUSH,contested,"A bounded sewn-plank Baltic patrol adapter for the Aestian coast, not a reconstructed standardized state fleet."
antq_baltic_sewn_plank_transport,Baltic Sewn-Plank Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,AES,,transport_capacity=0.20|hull_size=-3,,P8.7;P14;CAH-XI;VU-BRUSH,contested,"A bounded sewn-plank Baltic carrier adapter for the Aestian coast, not a reconstructed standardized state fleet."
antq_finnic_coastal_dugout_patrol,Finnic Coastal Dugout Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,FIN,,movement_speed=0.45|hull_size=-4,,P8.7;P14;CAH-XI,contested,"A bounded archipelago and coastal patrol adapter for Finnic harbor communities, not a reconstructed standardized state fleet."
antq_finnic_coastal_transport,Finnic Coastal Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,FIN,,transport_capacity=0.20|hull_size=-3,,P8.7;P14;CAH-XI,contested,"A bounded archipelago and coastal carrier adapter for Finnic harbor communities, not a reconstructed standardized state fleet."
antq_pontic_monoxylon_patrol,Pontic Monoxylon Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,ROX,,movement_speed=0.45|hull_size=-4,,P8.2;P14;CAH-XI,contested,"A bounded river-sea patrol adapter for the lower Pontic coast, not a reconstructed standardized state fleet."
antq_pontic_river_sea_transport,Pontic River-Sea Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,ROX,,transport_capacity=0.20|hull_size=-3,,P8.2;P14;CAH-XI,contested,"A bounded river-sea carrier adapter for the lower Pontic coast, not a reconstructed standardized state fleet."
antq_byeonhan_coastal_patrol,East Asian Coastal Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,BYE,,movement_speed=0.45|hull_size=-4,,P8.3;P14;CAH-XI,contested,"A bounded East Asian coastal patrol adapter, not a reconstructed standardized state fleet."
antq_byeonhan_cargo_ferry,East Asian Cargo Ferry,navy,n_age_1_traditions_transport,regular,age_1_traditions,BYE,,transport_capacity=0.20|hull_size=-3,,P8.3;P14;CAH-XI,contested,"A bounded East Asian coastal carrier adapter, not a reconstructed standardized state fleet."
antq_philippine_outrigger_patrol,Philippine Outrigger Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,MBL|BCP|MTT,,movement_speed=0.50|hull_size=-4,,P8.9;P14;CAH-XI;NMP-PH-METAL,contested,"A bounded Philippine inter-island patrol adapter using locally plausible outrigger craft, not a reconstructed standardized state fleet."
antq_philippine_outrigger_transport,Philippine Outrigger Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,MBL|BCP|MTT,,transport_capacity=0.22|hull_size=-3,,P8.9;P14;CAH-XI;NMP-PH-METAL,contested,"A bounded Philippine inter-island carrier adapter using locally plausible outrigger craft, not a reconstructed standardized state fleet."
antq_sulawesi_lashed_lug_patrol,Lashed-Lug Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,BTM|MKS|MNH,,movement_speed=0.50|hull_size=-4,,P8.9;P14;CAH-XI;ANU-SULAWESI,contested,"A bounded island and littoral patrol adapter using lashed-lug construction, not a reconstructed standardized state fleet."
antq_sulawesi_outrigger_transport,Outrigger Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,BTM|MKS|MNH,,transport_capacity=0.22|hull_size=-3,,P8.9;P14;CAH-XI;ANU-SULAWESI,contested,"A bounded island and littoral carrier adapter using outrigger craft, not a reconstructed standardized state fleet."
antq_kwale_coastal_patrol,African Coastal Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,KWL,,movement_speed=0.45|hull_size=-4,,P8.5;P14;CAH-XI,contested,"A bounded African coastal patrol adapter, not a reconstructed standardized state fleet."
antq_kwale_sewn_plank_transport,African Sewn-Plank Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,KWL,,transport_capacity=0.20|hull_size=-3,,P8.5;P14;CAH-XI,contested,"A bounded African coastal carrier adapter using sewn-plank construction, not a reconstructed standardized state fleet."
antq_andean_balsa_patrol,Andean Balsa Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,NAZ|LIM,,movement_speed=0.40|hull_size=-4,,P8.10;P14;CAH-XI,contested,"A bounded Pacific balsa-raft patrol adapter for coastal Andean polities, not a reconstructed standardized state fleet."
antq_andean_balsa_transport,Andean Balsa Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,NAZ|LIM,,transport_capacity=0.20|hull_size=-3,,P8.10;P14;CAH-XI,contested,"A bounded Pacific balsa-raft carrier adapter for coastal Andean polities, not a reconstructed standardized state fleet."
antq_micronesian_outrigger_patrol,Micronesian Outrigger Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,EMR|WCR,,movement_speed=0.55|hull_size=-4,,P8.9;P14;CAH-XI;ANU-MIC,contested,"A bounded Micronesian inter-island patrol adapter, not a reconstructed standardized state fleet."
antq_micronesian_double_outrigger_transport,Micronesian Double-Outrigger Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,EMR|WCR,,transport_capacity=0.22|hull_size=-3,,P8.9;P14;CAH-XI;ANU-MIC,contested,"A bounded Micronesian inter-island carrier adapter, not a reconstructed standardized state fleet."
antq_caribbean_dugout_patrol,American Dugout Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,WIC,,movement_speed=0.50|hull_size=-4,,P8.10;P14;CAH-XI,contested,"A bounded American river and coastal dugout patrol adapter, not a reconstructed standardized state fleet."
antq_caribbean_dugout_transport,American Dugout Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,WIC,,transport_capacity=0.20|hull_size=-3,,P8.10;P14;CAH-XI,contested,"A bounded American river and coastal dugout carrier adapter, not a reconstructed standardized state fleet."
antq_californian_coastal_canoe_patrol,Californian Coastal Canoe Patrol,navy,n_age_1_traditions_light_ship,regular,age_1_traditions,CCF,,movement_speed=0.45|hull_size=-4,,P8.10;P14;CAH-XI;NOAA-MONTEREY,contested,"A bounded central Californian coastal patrol adapter, not a reconstructed standardized state fleet."
antq_californian_tule_transport,Californian Tule Transport,navy,n_age_1_traditions_transport,regular,age_1_traditions,CCF,,transport_capacity=0.18|hull_size=-4,,P8.10;P14;CAH-XI;NOAA-MONTEREY,contested,"A bounded central Californian tule carrier adapter, not a reconstructed standardized state fleet."
