key,name,home,source,confidence,note
antq_wang_yi_court_line,Wang Yi Court Line,jingzhao,P8.3;CTP-HR,secure,Engine personal-identity label for Wang Yi at the Chang'an court; it deliberately does not assign him to the documented Wang consort-kin clan or reconstruct a genealogy.
antq_sun_jian_court_line,Sun Jian Court Line,jingzhao,P8.3;CTP-HR,secure,Engine personal-identity label for the Han court official Sun Jian; it neither asserts an office chronology nor conflates him with a later namesake.
antq_cui_fa_court_line,Cui Fa Court Line,jingzhao,P8.3;CTP-HR,secure,Engine personal-identity label for Cui Fa at the Chang'an court; it does not reconstruct a Cui genealogy.
antq_chen_chong_court_line,Chen Chong Court Line,jingzhao,P8.3;CTP-HR,secure,Engine personal-identity label for Chen Chong at the Chang'an court; it does not reconstruct a Chen genealogy.
antq_wang_yun_court_line,Wang Yun Court Line,jingzhao,P8.3;CTP-PING1,contested,Engine personal-identity label for Wang Yun in the accession-credited Han court group; it neither assigns him to Wang Mang's consort kin nor reconstructs a genealogy.
antq_liu_bue_court_line,Liu Bu'e Court Line,jingzhao,P8.3;CTP-PING1,contested,Engine personal-identity label for Liu Bu'e in the accession-credited Han court group; it neither assigns him to the imperial House of Liu nor reconstructs a genealogy.
antq_ren_cen_court_line,Ren Cen Court Line,jingzhao,P8.3;CTP-PING1,contested,Engine personal-identity label for Ren Cen in the accession-credited Han court group; it does not reconstruct a genealogy.
antq_kong_yong_court_line,Kong Yong Court Line,jingzhao,P8.3;CTP-PING1,contested,Engine personal-identity label for Kong Yong in the accession-credited Han court group; it does not assert kinship with Kong Guang or reconstruct a genealogy.
antq_shi_xu_court_line,Shi Xu Court Line,jingzhao,P8.3;CTP-PING1,contested,Engine personal-identity label for Shi Xu in the accession-credited Han court group; it does not reconstruct a genealogy.
antq_wu_zhang_court_line,Wu Zhang Court Line,jingzhao,P8.3;CTP-WY,contested,Engine personal-identity label for Wang Yu's named teacher in the early Yuan Shi court conflict; it does not reconstruct a career or genealogy.
antq_lu_kuan_court_line,Lu Kuan Court Line,jingzhao,P8.3;CTP-WY,contested,Engine personal-identity label for Wang Yu's named relative by marriage in the early Yuan Shi court conflict; it does not reconstruct a marriage or genealogy.
antq_yang_xiong_court_line,Yang Xiong Court Line,jingzhao,P8.3;CTP-YX,secure,Engine identity label for the documented court scholar; it does not reconstruct Yang's family office hierarchy or later Xin service.
antq_huan_tan_court_line,Huan Tan Court Line,jingzhao,P8.3;UM-HUAN,contested,Engine identity label for the Han-Xin scholarly court figure; it does not reconstruct Huan's family a precise January office or later career.
antq_kaiming_dongping_court_line,Kai Ming Dongping Court Line,jingzhao,P8.3;CTP-PING2,contested,Engine identity label for the first-year Han royal-context record; it does not reconstruct a Liu genealogy campaign title residence or succession.
antq_chengdu_zhongshan_court_line,Chengdu Zhongshan Court Line,jingzhao,P8.3;CTP-PING2,contested,Engine identity label for the first-year Han royal-context record; it does not reconstruct a Liu genealogy campaign title residence or succession.
antq_gongsun_xiangru_court_line,Gongsun Xiangru Court Line,jingzhao,P8.3;CTP-PING2,contested,Engine identity label for the first-year Han ritual-context record; it does not reconstruct a Gongsun genealogy campaign office residence or career.
antq_kong_jun_court_line,Kong Jun Court Line,jingzhao,P8.3;CTP-PING2,contested,Engine identity label for the first-year Han ritual-context record; it does not reconstruct a Kong genealogy campaign office residence or career.
antq_zuo_xian_court_line,Zuo Xian Court Line,jingzhao,P8.3;CTP-PING2,contested,Engine identity label for the first-year Han court-context record; it does not reconstruct a Zuo genealogy campaign office regency role or career.
antq_adiabenian_royal_house,Adiabenian Royal House,erbil,P8.2;IRAN-ADI;CAM-ADI,contested,Engine continuity label for the campaign-boundary Adiabenian ruler; it does not reconstruct a genealogy marriage conversion or later succession.
antq_arsacid_dynasty,Arsacid,baghdad,P8.2;CAH-XI;OCD,secure,Baghdad is the existing Ctesiphon map proxy recorded in the M3 capital registry.
antq_characenian_court_line,Characenian Court Line,muhammerah,P8.2;IRAN-CHA;IRIS-ABI,contested,Engine continuity label for the later coin-attested Abinergaos I record; it does not reconstruct a descent line start reign or succession.
antq_marcomannic_royal_house,Marcomannic Royal House,prague,P8.7;CAH-XI,contested,Engine dynasty label for Maroboduus's documented Marcomannic kingship rather than a claim of a fully reconstructed genealogy.
antq_cheruscan_nobility,Cheruscan Nobility,nienburg,P8.7;CAH-XI,contested,Engine dynasty label for Arminius's aristocratic Cheruscan background rather than a claim of a formal hereditary house name.
antq_numidian_royal_house,Numidian Royal House,volubilis,P8.1;OCD,secure,Juba II belongs to the Numidian royal line; Volubilis is the existing Mauretanian capital anchor.
antq_ptolemaic_dynasty,Ptolemaic,volubilis,P8.1;OCD,secure,Cleopatra Selene II's Ptolemaic house is represented at her Mauretanian court anchor.
antq_nabataean_royal_house,Nabataean Royal House,shoubak,P8.1;OCD,contested,Engine dynasty label for the Nabataean royal succession pending a dedicated prosopography pass.
antq_huldu_court_line,Huldu Court Line,shoubak,P8.1;OCD;BM-HULD,secure,Engine identity label for Queen Huldu in Aretas IV's source-attested early Nabataean court; it does not reconstruct a natal dynasty or wider genealogy.
antq_kushite_royal_house,Kushite Royal House,shendi,P8.5;CAH-XI,contested,Engine dynasty label for the Natakamani-Amanitore court pending a dedicated Kushite genealogy pass.
antq_luandi_clan,Luandi Clan,qingzhou_mongol,P8.3;CAH-XI,secure,The Luandi clan is the Xiongnu ruling line represented by Wuzhuliu Chanyu.
antq_go_royal_house,Go Royal House,ganggye,P8.3;SAM,secure,Yuri's Goguryeo royal house is conventionally identified with the Go line.
antq_catuvellaunian_royal_house,Catuvellaunian Royal House,st_albans,P8.7;CAH-XI,contested,Engine dynasty label for Tasciovanus and Cunobelinus pending a dedicated Iron-Age British prosopography pass.
antq_atrebatian_royal_house,Atrebatian Royal House,basingstoke,P8.7;CCI-TIN,secure,Engine royal-house label for coin-attested Tincomarus at the Atrebatic Calleva proxy; it does not reconstruct a full genealogy or succession.
antq_eppillus_court_line,Eppillus Court Line,basingstoke,P8.7;CCI-EPP,contested,Engine identity label for the coin-attested Eppillus in the Atrebatic start context; it asserts neither kinship with Tincomarus nor a fixed Atrebatic-Cantii territorial settlement.
antq_dubnovellaunos_court_line,Dubnovellaunos Court Line,colchester,P8.7;CCI-DUB,contested,Engine identity label for the coin-attested Dubnovellaunos in the Trinovantian start context; it asserts neither a complete genealogy nor a fixed Trinovantian-Cantii territorial settlement.
antq_addedomaros_court_line,Addedomaros Court Line,colchester,P8.7;CCI-ADD,contested,Engine identity label for Addedomaros in the Trinovantian start context; the broad coin-type range and Catuvellaunian authority metadata assert neither a fixed AD 1 reign nor a genealogy territorial settlement or succession.
antq_herodian_dynasty,Herodian,jerusalem,P8.1;OCD,secure,The Herodian dynasty is shared by Archelaus Antipas and Philip in the AD 1 client tetrarchy.
antq_cappadocian_royal_house,Cappadocian Royal House,bor_tur,P8.1;OCD,contested,Engine dynasty label for King Archelaus of Cappadocia pending a dedicated Cappadocian genealogy pass.
antq_orontid_dynasty,Orontid,samsat,P8.1;OCD,secure,Antiochus III's Commagene royal line is conventionally identified as Orontid.
antq_sapaean_dynasty,Sapaean,boruy,P8.1;OCD,secure,Rhoemetalces I's Odrysian client kingship belongs to the Sapaean dynasty.
antq_mithridatic_dynasty,Mithridatic,taman,P8.1;OCD,contested,Dynamis's Bosporan royal line is represented through a conservative Mithridatic engine dynasty label.
antq_sampsigeramid_dynasty,Sampsigeramid,homs,P8.1;OCD;PLE,secure,The Emesan royal house descends from Sampsigeramus and is represented by Iamblichus II at the AD 1 start.
antq_abgarid_dynasty,Abgarid,urfa,P8.2;OCD;PLE,secure,The Abgarid house rules Osroene from Edessa at the AD 1 start.
antq_atropatenian_royal_house,Atropatenian Royal House,malekan,P8.2;OCD;PLE;IRAN-ATR,contested,Conservative continuity label for Ariobarzanes II rather than a claim of a fully reconstructed formal dynasty name.
antq_artaxiad_dynasty,Artaxiad,khor_virap,P8.2;CAH-XI;PLE;IRAN-ARM,secure,Tigranes IV and Erato belong to the late Artaxiad royal house.
antq_pharnavazid_dynasty,Pharnavazid,mtskheta,P8.2;OCD;PLE;TOUM-IBR,contested,Conservative dynasty label for Pharasmanes I because the early Iberian sequence remains chronologically disputed.
