tag,region,profile,profile_name,starting_laws,source,confidence,boundary
VEL,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
IVN,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
USD,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
IBG,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
CND,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
MNP,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
CCI,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
EBL,Ireland,celtic,Brittonic-Hibernian,14,P8.7;P11;P13;HE-HILLFORT;NMI-IRON-AGE,contested,Separates gameplay choices from later insular law tracts and from claims of a uniform druidic state.
DAC,Danube,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
GET,Danube,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
BAS,Danube,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
IAZ,Danube,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
ROX,Pontic,hellenistic,Eastern Mediterranean Civic-Royal,14,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
AOR,Pontic,hellenistic,Eastern Mediterranean Civic-Royal,14,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
SIR,Pontic,hellenistic,Eastern Mediterranean Civic-Royal,14,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
ALA,Pontic,hellenistic,Eastern Mediterranean Civic-Royal,14,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
KNG,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
WSN,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
DAY,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
SOG,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
KHW,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
XIA,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
WHU,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
DNG,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
PYU,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
MON,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
KHM,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
MAL,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
JAV,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
PHL,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
BOR,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
TON,Oceania,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
TEO,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
CUI,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
MAY,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
ZAP,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
EPI,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
WMS,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
VIR,Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
NAZ,Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
LIM,Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
REC,Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
TIW,Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
CHI,Northern Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
HOP,North America,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
BSK,North America,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
DOR,North America,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
PLA,North America,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
PAC,North America,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
ARA,Caribbean-Amazon,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
TUP,Caribbean-Amazon,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
CAR,Caribbean-Amazon,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
CAU,Caucasus,iranian,Arsacid-Iranian,14,P8.2;P11;P13;CAH-XI;OCD,contested,"Represents negotiated Arsacid royal, dynastic, civic, and temple authority rather than one codified Iranian constitution."
GER,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
OAS,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
KRS,Korea,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
MNC,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
TIB,Central Asia,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
BED,Arabia,arabian,Arabian Route-and-Oasis,14,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
SIB,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
GNG,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
AUD,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
NMS,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
PCM,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
KSM,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
AYM,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
KSH,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
MLL,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
VDJ,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
AGA,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
PDR,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
RAR,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
VNG,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
SMT,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
HRK,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
CNP,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
AMB,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
DDV,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
KJH,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
UBR,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
SDY,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
MYL,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
SKM,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
IMV,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
CIN,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
RJS,India,indic,Indic,14,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
SEA,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
INS,Southeast Asia,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
BER,Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
MUS,Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
MSS,Mesoamerica,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
AND,Andes,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
MEL,Oceania,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
MIC,Oceania,transoceanic,American-and-Oceanian Community,14,P8.8;P11;P13,contested,Uses broad archaeological institutions only where evidence permits and does not invent written constitutions or unified macro-polities.
CHC,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
CLC,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
CPS,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
VRN,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
MUG,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SBN,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
BRC,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SGM,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
CTU,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
GMB,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
CMB,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
RDN,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
AVN,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SRD,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
EUD,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SIT,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SUE,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
NAR,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
LUG,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
NHR,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
MSI,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
BUU,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
MIM,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
HLV,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
HRI,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
HLS,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
ZUM,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
PRZ,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
LPR,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
ILM,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
PLH,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
BLF,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
MOK,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
UVF,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
UVD,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
KLY,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
WHT,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
MZN,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
VYG,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
MRV,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
TGD,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
SMD,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
RZM,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
BLR,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
NEM,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
ZRB,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
PDL,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
RLG,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
DNP,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
RBD,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
LBD,Eastern Europe,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
KRL,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
PRM,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
VYP,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
VLF,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
SUG,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
SMY,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
SRG,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
AKL,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
ALT,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
KUL,Steppe,steppe,Inner Asian Confederation,14,P8.3;P11;P13;CAH-XI,contested,"Models confederative bargaining, tribute, pasture, and retinue obligations without projecting later steppe law codes."
UGR,Finland,northern,Northern Forest-and-River,14,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
HOK,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
SHK,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
OHW,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
RYS,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
KYU,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
IZM,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
KBI,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
TKW,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
