profile,law,theme,category,law_name,law_description,option,stance,option_name,option_description,modifiers,estate_preferences,starting,source,confidence,boundary
hellenistic,antq_s2_hellenistic_local_rule_law,local_rule,administrative,Eastern Mediterranean Civic-Royal Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_local_rule_local,local,Local Magistracy Local Custody,Local custody lowers resistance and administrative reach together.,pop_join_rebel_threshold=-0.02|global_max_rural_control=-0.025|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,peasants_estate|tribes_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_cult_law,cult,religious,Eastern Mediterranean Civic-Royal Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_cult_central,central,Royal Chancery Public Rite,"The central authority sponsors public rites, strengthening religious administration but narrowing plural practice.",global_pop_conversion_speed_modifier=0.08|tolerance_heathen=-1|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate|clergy_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_cult_law,cult,religious,Eastern Mediterranean Civic-Royal Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_cult_mediated,mediated,Civic Council Collegiate Custody,Recognized colleges and sanctuaries share ritual custody and stabilize elite bargains.,clergy_estate_target_satisfaction=small_permanent_target_satisfaction|stability_cost_efficiency=0.02|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,clergy_estate|nobles_estate|burghers_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_cult_law,cult,religious,Eastern Mediterranean Civic-Royal Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_cult_local,local,Local Magistracy Local Observance,Local observance broadens toleration while reducing the reach of an official cult.,tolerance_heathen=1|global_pop_conversion_speed_modifier=-0.05|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,tribes_estate|peasants_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_household_law,household,socioeconomic,Eastern Mediterranean Civic-Royal Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_household_central,central,Royal Chancery Recorded Succession,Recorded succession eases state integration but places family affairs under official scrutiny.,global_integration_speed_modifier=0.035|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_household_law,household,socioeconomic,Eastern Mediterranean Civic-Royal Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_household_mediated,mediated,Civic Council Lineage Arbitration,"Lineages arbitrate inheritance disputes, preserving elite consent at a cost to central uniformity.",nobles_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_monthly_control=-0.005|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|tribes_estate|burghers_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_household_law,household,socioeconomic,Eastern Mediterranean Civic-Royal Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_household_local,local,Local Magistracy Household Custom,Household custom protects local practice and mobility while weakening predictable assessment.,global_pop_assimilation_speed_modifier=0.01|peasants_estate_max_tax=-0.015|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,peasants_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_commerce_law,commerce,socioeconomic,Eastern Mediterranean Civic-Royal Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_commerce_central,central,Royal Chancery Public Toll Schedule,Published toll schedules improve route revenue and enforcement but privilege official channels.,global_trade_through_owned_territory_efficiency=0.06|global_monthly_control=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_commerce_law,commerce,socioeconomic,Eastern Mediterranean Civic-Royal Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_commerce_mediated,mediated,Civic Council Merchant Arbitration,Merchant arbitration improves production and exchange while increasing urban political weight.,global_production_efficiency=0.03|global_burghers_estate_power=0.04|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_commerce_law,commerce,socioeconomic,Eastern Mediterranean Civic-Royal Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_commerce_local,local,Local Magistracy Open Local Exchange,Open local exchange reduces barriers and strengthens communities at the expense of central receipts.,global_trade_through_owned_territory_efficiency=0.03|burghers_estate_max_tax=-0.02|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,peasants_estate|tribes_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_coinage_law,coinage,socioeconomic,Eastern Mediterranean Civic-Royal Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_coinage_central,central,Royal Chancery Official Standard,An official standard increases mint receipts but makes price stability depend on central restraint.,minting_income_factor=0.10|minting_inflation_threshold=-0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_coinage_law,coinage,socioeconomic,Eastern Mediterranean Civic-Royal Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_coinage_mediated,mediated,Civic Council Multiple Civic Issues,Several recognized issues support commerce while sharing monetary authority with urban elites.,minting_income_factor=0.06|global_burghers_estate_power=0.04|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_coinage_law,coinage,socioeconomic,Eastern Mediterranean Civic-Royal Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_coinage_local,local,Local Magistracy Weighed Exchange,Weighed and customary exchange is flexible but yields less direct mint revenue.,minting_income_factor=0.025|stability_cost_efficiency=0.02|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,tribes_estate|peasants_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_courts_law,courts,administrative,Eastern Mediterranean Civic-Royal Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_courts_central,central,Royal Chancery Central Appeal,A central appeal improves consistency and state control but increases administrative load.,legislative_efficiency=0.04|country_cabinet_efficiency=-0.015|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_courts_law,courts,administrative,Eastern Mediterranean Civic-Royal Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_courts_mediated,mediated,Civic Council Collegiate Judgment,Collegiate judgment balances elite interests and lowers the political cost of legislation.,stability_cost_efficiency=0.035|global_nobles_estate_power=0.025|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|clergy_estate|burghers_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_courts_law,courts,administrative,Eastern Mediterranean Civic-Royal Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_courts_local,local,Local Magistracy Local Composition,Local composition resolves disputes accessibly while limiting uniform precedent.,pop_join_rebel_threshold=-0.015|global_monthly_control=-0.01|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,peasants_estate|tribes_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_offices_law,offices,administrative,Eastern Mediterranean Civic-Royal Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_offices_central,central,Royal Chancery Direct Appointment,Direct appointment makes staffing faster but concentrates office in the ruler's hands.,set_cabinet_member_cost_modifier=-0.10|global_crown_estate_power=0.04|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_offices_law,offices,administrative,Eastern Mediterranean Civic-Royal Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_offices_mediated,mediated,Civic Council Rotating Office,Rotation broadens access and improves deliberation while making replacement less predictable.,country_cabinet_efficiency=0.03|replace_cabinet_member_cost_modifier=-0.05|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_offices_law,offices,administrative,Eastern Mediterranean Civic-Royal Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_offices_local,local,Local Magistracy Patron-Nominated Office,Patron nomination secures elite cooperation but makes office-holders costly to dislodge.,replace_cabinet_member_cost_modifier=0.15|global_nobles_estate_power=0.04|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_migration_law,migration,administrative,Eastern Mediterranean Civic-Royal Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_migration_central,central,Royal Chancery Directed Settlement,Directed settlement accelerates incorporation and control but privileges central priorities.,global_pop_assimilation_speed_modifier=0.02|global_monthly_control=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_migration_law,migration,administrative,Eastern Mediterranean Civic-Royal Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_migration_mediated,mediated,Civic Council Sponsored Communities,"Recognized communities sponsor newcomers, balancing integration with corporate autonomy.",global_integration_speed_modifier=0.025|global_burghers_estate_power=0.025|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_migration_law,migration,administrative,Eastern Mediterranean Civic-Royal Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_migration_local,local,Local Magistracy Negotiated Passage,Negotiated passage reduces cultural friction while leaving migration weakly supervised.,tolerance_heathen=1|global_pop_assimilation_speed_modifier=-0.01|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,peasants_estate|tribes_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_external_law,external,administrative,"Eastern Mediterranean Civic-Royal Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_external_central,central,Royal Chancery Central Envoys,Central envoys improve diplomatic standing but demand sustained court resources.,diplomatic_reputation=1|country_cabinet_efficiency=-0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_external_law,external,administrative,"Eastern Mediterranean Civic-Royal Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_external_mediated,mediated,Civic Council Client Mediation,Client mediation strengthens subordinate loyalty while empowering intermediary rulers.,subject_loyalty=5|global_nobles_estate_power=0.03|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|tribes_estate|burghers_estate,yes,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
hellenistic,antq_s2_hellenistic_external_law,external,administrative,"Eastern Mediterranean Civic-Royal Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Eastern Mediterranean Civic-Royal political sphere.",antq_s2_hellenistic_external_local,local,Local Magistracy Reciprocal Compacts,Reciprocal compacts broaden diplomatic capacity but bind the center to negotiated obligations.,diplomatic_capacity_modifier=0.05|monthly_towards_outward=societal_value_minor_monthly_move|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,burghers_estate|tribes_estate|nobles_estate,no,P8.1;P8.4;P11;P13;OCD,contested,"Provides a bounded civic-royal adapter while preserving local differences among poleis, leagues, client courts, and temple cities."
indic,antq_s2_indic_status_law,status,socioeconomic,Indic Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the Indic political sphere.,antq_s2_indic_status_central,central,Royal Edict Status Register,A central register defines protected status efficiently but concentrates political authority.,global_integration_speed_modifier=0.06|global_pop_assimilation_speed_modifier=0.01|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_status_law,status,socioeconomic,Indic Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the Indic political sphere.,antq_s2_indic_status_mediated,mediated,Lineage Assembly Graduated Standing,"Recognized communities mediate several grades of status, trading speed for accommodation.",global_integration_speed_modifier=0.03|pop_join_rebel_threshold=-0.01|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_status_law,status,socioeconomic,Indic Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the Indic political sphere.,antq_s2_indic_status_local,local,Village Compact Local Admission,"Local bodies admit households flexibly, easing friction while weakening uniform administration.",global_pop_assimilation_speed_modifier=0.025|global_monthly_control=-0.01|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_dependent_labor_law,dependent_labor,socioeconomic,Indic Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the Indic political sphere.",antq_s2_indic_dependent_labor_central,central,Royal Edict Recorded Obligations,"Officials record dependent obligations and taxable releases, improving oversight at social cost.",peasants_estate_max_tax=0.03|pop_join_rebel_threshold=0.01|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate|nobles_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_dependent_labor_law,dependent_labor,socioeconomic,Indic Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the Indic political sphere.",antq_s2_indic_dependent_labor_mediated,mediated,Lineage Assembly Protected Manumission,Protected routes to release improve incorporation while reducing elite extraction.,global_pop_assimilation_speed_modifier=0.02|nobles_estate_max_tax=-0.02|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,peasants_estate|burghers_estate|nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_dependent_labor_law,dependent_labor,socioeconomic,Indic Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the Indic political sphere.",antq_s2_indic_dependent_labor_local,local,Village Compact Household Dependence,"Households regulate dependency locally, lowering provisioning burdens but entrenching private power.",global_pop_food_consumption=-0.01|peasants_estate_max_tax=0.02|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,nobles_estate|tribes_estate|peasants_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_revenue_law,revenue,administrative,Indic Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the Indic political sphere.,antq_s2_indic_revenue_central,central,Royal Edict Assessed Registers,Regular assessment improves extraction and control but enlarges the central administrative burden.,peasants_estate_max_tax=0.04|global_monthly_control=0.015|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_revenue_law,revenue,administrative,Indic Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the Indic political sphere.,antq_s2_indic_revenue_mediated,mediated,Lineage Assembly Negotiated Quotas,"Councils bargain fixed contributions, supporting legitimacy at the expense of maximum revenue.",burghers_estate_max_tax=0.025|stability_cost_efficiency=0.025|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,burghers_estate|nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_revenue_law,revenue,administrative,Indic Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the Indic political sphere.,antq_s2_indic_revenue_local,local,Village Compact In-Kind Contributions,"Communities meet obligations in kind, sustaining production while leaving more local discretion.",global_production_efficiency=0.025|monthly_towards_decentralization=societal_value_minor_monthly_move|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_land_law,land,socioeconomic,Indic Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the Indic political sphere.",antq_s2_indic_land_central,central,Royal Edict Surveyed Allotments,Surveyed allotments support control and predictable dues but privilege central claims.,global_max_rural_control=0.03|global_monthly_control=0.01|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_land_law,land,socioeconomic,Indic Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the Indic political sphere.",antq_s2_indic_land_mediated,mediated,Lineage Assembly Estate Stewardship,Leading estates organize cultivation efficiently while increasing aristocratic leverage.,global_monthly_food_modifier=0.025|global_nobles_estate_power=0.04|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_land_law,land,socioeconomic,Indic Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the Indic political sphere.",antq_s2_indic_land_local,local,Village Compact Communal Tenure,Communal tenure protects subsistence and local resilience while limiting direct control.,global_pop_food_consumption=-0.01|global_max_rural_control=-0.02|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_muster_law,muster,military,Indic Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Indic political sphere.",antq_s2_indic_muster_central,central,Royal Edict Registered Service,Registered service raises dependable forces but increases administrative and social pressure.,global_levy_size_modifier=0.075|global_levy_recruitment_speed_modifier=-0.05|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_muster_law,muster,military,Indic Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Indic political sphere.",antq_s2_indic_muster_mediated,mediated,Lineage Assembly Retinue Service,Elite retinues improve cohesion and morale while narrowing the military base.,land_morale_modifier=0.02|global_levy_size_modifier=-0.025|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_muster_law,muster,military,Indic Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Indic political sphere.",antq_s2_indic_muster_local,local,Village Compact Community Muster,A broad seasonal muster supplies numbers quickly but sacrifices some battlefield efficiency.,global_levy_recruitment_speed_modifier=0.10|levy_combat_efficiency_modifier=-0.04|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_local_rule_law,local_rule,administrative,Indic Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Indic political sphere.",antq_s2_indic_local_rule_central,central,Royal Edict Appointed Officers,Appointed officers improve coordination and control but strengthen the center.,country_cabinet_efficiency=0.04|global_monthly_control=0.015|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_local_rule_law,local_rule,administrative,Indic Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Indic political sphere.",antq_s2_indic_local_rule_mediated,mediated,Lineage Assembly Mediated Councils,Intermediary councils improve cabinet throughput while preserving negotiated authority.,legislative_efficiency=0.04|stability_cost_efficiency=0.02|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_local_rule_law,local_rule,administrative,Indic Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Indic political sphere.",antq_s2_indic_local_rule_local,local,Village Compact Local Custody,Local custody lowers resistance and administrative reach together.,pop_join_rebel_threshold=-0.02|global_max_rural_control=-0.025|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_cult_law,cult,religious,Indic Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Indic political sphere.",antq_s2_indic_cult_central,central,Royal Edict Public Rite,"The central authority sponsors public rites, strengthening religious administration but narrowing plural practice.",global_pop_conversion_speed_modifier=0.08|tolerance_heathen=-1|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate|clergy_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_cult_law,cult,religious,Indic Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Indic political sphere.",antq_s2_indic_cult_mediated,mediated,Lineage Assembly Collegiate Custody,Recognized colleges and sanctuaries share ritual custody and stabilize elite bargains.,clergy_estate_target_satisfaction=small_permanent_target_satisfaction|stability_cost_efficiency=0.02|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,clergy_estate|nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_cult_law,cult,religious,Indic Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Indic political sphere.",antq_s2_indic_cult_local,local,Village Compact Local Observance,Local observance broadens toleration while reducing the reach of an official cult.,tolerance_heathen=1|global_pop_conversion_speed_modifier=-0.05|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,tribes_estate|peasants_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
